"tick","Money avg. 1 Producers","Money avg. 2 Internationals","Money avg. 3 Wholesalers","Money avg. 4 Retailers","Money avg. 5 Consumers"
1.0,498.93797436316476,39914.6969746371,23450.070985119604,5588.086758327467,0.0
2.0,497.8759487263296,39829.39394927421,23400.141970239205,5576.173516654936,0.0
3.0,496.8139230894944,39744.09092391131,23350.21295535881,5564.260274982404,0.0
4.0,495.75189745265914,39658.78789854841,23300.283940478414,5552.347033309871,0.0
5.0,494.68987181582395,39573.484873185516,23250.354925598018,5540.484700728247,0.0
6.0,493.6278461789887,39488.18184782262,23200.42591071762,5528.622368146624,0.0
7.0,492.56582054215346,39402.87882245972,23150.496895837226,5526.94185374682,0.0
8.0,491.5037949053183,39317.575797096826,23100.567880956827,5515.079521165195,0.0
9.0,490.44176926848303,39232.27277173393,23052.401366076432,5503.217188583572,0.0
10.0,489.37974363164784,39146.96974637103,23004.234851196037,5491.354856001949,0.0
11.0,488.31771799481265,39061.666721008136,23308.56833631564,5415.401614329416,0.0
12.0,487.2556923579774,38976.36369564524,23260.401821435244,5403.22670984406,0.0
13.0,486.1936667211422,38894.06067028234,23212.23530655485,5391.123236178281,0.0
14.0,485.13164108430703,38811.757644919446,23164.06879167445,5394.822066097266,0.0
15.0,484.06961544747173,39329.45461955655,22515.902276794055,5399.042553557934,0.0
16.0,483.00758981063655,39247.15159419365,22460.540040024185,5403.734433865017,0.0
17.0,481.97056417380134,39164.848568830756,22407.312813460416,5396.820829969599,0.0
18.0,480.9335385369661,39082.54554346786,22727.22687476325,5317.340635061846,0.0
19.0,484.852762900131,38992.74251810496,23163.03592495036,5216.445323647849,0.0
20.0,483.6854247632957,38909.83949274206,23567.716886179987,5120.733229294139,0.0
21.0,482.41089171956776,38826.936467379164,23650.92397344386,5083.031451035602,0.0
22.0,481.01200357665203,38744.03344201626,23734.76499134469,5045.060549043291,0.0
23.0,479.49838961694553,38661.13041665337,23819.20824335063,5006.82555284953,0.0
24.0,477.8553651652328,38578.22739129047,23769.43320366012,4992.838588527543,0.0
25.0,478.6875294582745,38491.37539761715,23719.658163969616,4978.927987841918,0.0
26.0,478.092783045779,38405.89444642756,23669.883124279106,4965.017387156294,0.0
