"tick","IdClient","IdSupplier","LocationX","LocationY","Size"
1.0,56,23,84.45789853152772,41.54022919511784,1.0
1.0,47,26,64.20433381992008,40.85042602786138,1.0
1.0,29,35,82.07307154412749,26.073312716729973,1.0
1.0,59,12,84.49100898737834,20.26450935252707,1.0
2.0,56,23,85.16267113115005,34.352934475588064,1.0
2.0,47,26,70.9314442742766,35.946847111789495,1.0
2.0,29,35,77.00980430069636,24.158642702572134,1.0
2.0,47,26,64.20433381992008,40.85042602786138,1.0294599702616687
2.0,56,23,84.45789853152772,41.54022919511784,1.0469383975642268
2.0,59,12,84.49100898737834,20.26450935252707,1.0529301671183202
2.0,29,35,82.07307154412749,26.073312716729973,1.0330754794203676
2.0,59,12,73.12779465681393,23.95772725661298,1.0
3.0,56,23,85.86744373077238,27.165639756058294,1.0
3.0,56,23,84.45789853152772,41.54022919511784,1.0915298752502423
3.0,47,26,77.6585547286331,31.04326819571761,1.0
3.0,29,35,71.94653705726523,22.243972688414296,1.0
3.0,47,26,70.9314442742766,35.946847111789495,1.0294599702616687
3.0,56,23,85.16267113115005,34.352934475588064,1.0469383975642268
3.0,59,12,73.12779465681393,23.95772725661298,1.0529301671183202
3.0,29,35,77.00980430069636,24.158642702572134,1.0330754794203676
3.0,47,26,64.20433381992008,40.85042602786138,1.057446942010254
3.0,59,12,61.76458032624953,27.65094516069889,1.0
3.0,29,35,82.07307154412749,26.073312716729973,1.0644971848697167
3.0,59,12,84.49100898737834,20.26450935252707,1.1032138258807245
4.0,56,23,85.16267113115005,34.352934475588064,1.0915298752502423
4.0,47,26,64.20433381992008,40.85042602786138,1.0840345651714098
4.0,56,23,84.45789853152772,41.54022919511784,1.133891779051957
4.0,47,26,77.6585547286331,31.04326819571761,1.0294599702616687
4.0,56,23,85.86744373077238,27.165639756058294,1.0469383975642268
4.0,59,12,61.76458032624953,27.65094516069889,1.0529301671183202
4.0,59,12,84.49100898737834,20.26450935252707,1.1509833017050084
4.0,29,35,71.94653705726523,22.243972688414296,1.0330754794203676
4.0,29,35,82.07307154412749,26.073312716729973,1.0943478050465985
4.0,47,26,70.9314442742766,35.946847111789495,1.057446942010254
4.0,29,35,77.00980430069636,24.158642702572134,1.0644971848697167
4.0,59,12,73.12779465681393,23.95772725661298,1.1032138258807245
5.0,56,23,85.86744373077238,27.165639756058294,1.0915298752502423
5.0,47,26,70.9314442742766,35.946847111789495,1.0840345651714098
5.0,59,12,73.12779465681393,23.95772725661298,1.1509833017050084
5.0,47,26,77.6585547286331,31.04326819571761,1.057446942010254
5.0,29,35,71.94653705726523,22.243972688414296,1.0644971848697167
5.0,59,12,61.76458032624953,27.65094516069889,1.1032138258807245
5.0,12,17,47.25297850365779,27.82624531648159,5.0
5.0,59,12,84.49100898737834,20.26450935252707,1.1963643037380782
5.0,23,11,78.12053668025533,21.392708874098055,5.0
5.0,56,23,85.16267113115005,34.352934475588064,1.133891779051957
5.0,26,10,77.33486981908874,25.68717879714507,5.0
5.0,35,16,61.44649309211832,18.71709493713991,5.0
5.0,29,35,77.00980430069636,24.158642702572134,1.0943478050465985
5.0,47,26,64.20433381992008,40.85042602786138,1.109292807174508
5.0,56,23,84.45789853152772,41.54022919511784,1.174135587663586
5.0,29,35,82.07307154412749,26.073312716729973,1.1227058942146362
6.0,47,26,64.20433381992008,40.85042602786138,1.1332881370774512
6.0,47,26,77.6585547286331,31.04326819571761,1.0840345651714098
6.0,35,16,61.44649309211832,18.71709493713991,5.091849626168958
6.0,59,12,61.76458032624953,27.65094516069889,1.1509833017050084
6.0,12,17,47.25297850365779,27.82624531648159,5.14426541462011
6.0,23,11,78.12053668025533,21.392708874098055,5.0613184585522975
6.0,12,17,46.15829772126473,22.505543655081095,5.0
6.0,59,12,73.12779465681393,23.95772725661298,1.1963643037380782
6.0,23,11,67.37974396767554,24.957487350942415,5.0
6.0,56,23,84.45789853152772,41.54022919511784,1.2123672058446335
6.0,56,23,85.86744373077238,27.165639756058294,1.133891779051957
6.0,26,10,66.83959800062351,26.347435423037236,5.0
6.0,29,35,82.07307154412749,26.073312716729973,1.149646078924272
6.0,35,16,55.91633900083134,17.180502769283688,5.0
6.0,29,35,71.94653705726523,22.243972688414296,1.0943478050465985
6.0,59,12,84.49100898737834,20.26450935252707,1.2394762556694945
6.0,47,26,70.9314442742766,35.946847111789495,1.109292807174508
6.0,26,10,77.33486981908874,25.68717879714507,5.103687122258299
