"tick","Imported NL Low","Imported NL High","Imported ES Low","Imported ES High"
86.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
87.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
88.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
89.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
90.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
91.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
92.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
93.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
94.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
95.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
96.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
97.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
98.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
99.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
100.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
101.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
102.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
103.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
104.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
105.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
106.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
107.0,191.85081305228806,101.58820732107866,212.99497475003824,134.57812288865256
108.0,191.85081305228806,101.58820732107866,237.99497475003824,134.57812288865256
109.0,191.85081305228806,101.58820732107866,263.0238870143846,134.57812288865256
110.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
111.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
112.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
113.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
114.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
115.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
116.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
117.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
118.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
119.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
120.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
121.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
122.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
123.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
124.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
125.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
126.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
127.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
128.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
129.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
130.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
131.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
132.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
133.0,191.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
134.0,216.85081305228806,101.58820732107866,288.59414944654526,134.57812288865256
135.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
136.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
137.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
138.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
139.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
140.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
141.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
142.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
143.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
144.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
145.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
146.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
147.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
148.0,241.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
149.0,266.8846435916222,101.58820732107866,288.59414944654526,134.57812288865256
150.0,292.1582432836633,101.58820732107866,288.59414944654526,134.57812288865256
151.0,317.69483581817553,101.58820732107866,288.59414944654526,134.57812288865256
152.0,317.69483581817553,101.58820732107866,288.59414944654526,134.57812288865256
153.0,317.69483581817553,101.58820732107866,288.59414944654526,134.57812288865256
154.0,317.69483581817553,101.58820732107866,288.59414944654526,134.57812288865256
155.0,317.69483581817553,101.58820732107866,288.59414944654526,134.57812288865256
156.0,317.69483581817553,101.58820732107866,313.59414944654526,134.57812288865256
157.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
158.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
159.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
160.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
161.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
162.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
163.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
164.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
165.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
166.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
167.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
168.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
169.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
170.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
171.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
172.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
173.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
174.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
175.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
176.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
177.0,317.69483581817553,101.58820732107866,338.8257219629886,134.57812288865256
178.0,317.69483581817553,126.58820732107866,338.8257219629886,134.57812288865256
179.0,317.69483581817553,126.58820732107866,363.8257219629886,134.57812288865256
180.0,317.69483581817553,126.58820732107866,363.8257219629886,134.57812288865256
181.0,343.5006344632742,151.58820732107864,363.8257219629886,134.57812288865256
182.0,343.5006344632742,151.58820732107864,363.8257219629886,134.57812288865256
183.0,343.5006344632742,151.58820732107864,363.8257219629886,134.57812288865256
184.0,343.5006344632742,151.58820732107864,363.8257219629886,134.57812288865256
185.0,343.5006344632742,176.58820732107864,363.8257219629886,134.57812288865256
186.0,343.5006344632742,202.19094323466408,363.8257219629886,134.57812288865256
187.0,343.5006344632742,202.19094323466408,363.8257219629886,134.57812288865256
188.0,343.5006344632742,202.19094323466408,363.8257219629886,134.57812288865256
189.0,343.5006344632742,227.19094323466408,363.8257219629886,134.57812288865256
190.0,343.5006344632742,227.19094323466408,363.8257219629886,134.57812288865256
191.0,343.5006344632742,227.19094323466408,363.8257219629886,134.57812288865256
192.0,343.5006344632742,227.19094323466408,388.8257219629886,134.57812288865256
193.0,343.5006344632742,227.19094323466408,388.8257219629886,134.57812288865256
194.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
195.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
196.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
197.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
198.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
199.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
200.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
201.0,343.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
202.0,368.5006344632742,227.19094323466408,414.8157192724827,134.57812288865256
203.0,393.87369155253117,227.19094323466408,414.8157192724827,134.57812288865256
204.0,393.87369155253117,227.19094323466408,414.8157192724827,134.57812288865256
205.0,393.87369155253117,227.19094323466408,414.8157192724827,134.57812288865256
206.0,393.87369155253117,227.19094323466408,414.8157192724827,134.57812288865256
207.0,393.87369155253117,227.19094323466408,414.8157192724827,134.57812288865256
208.0,393.87369155253117,227.19094323466408,414.8157192724827,134.57812288865256
209.0,393.87369155253117,227.19094323466408,414.8157192724827,134.57812288865256
210.0,393.87369155253117,227.19094323466408,439.8157192724827,134.57812288865256
211.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
212.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
213.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
214.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
215.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
216.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
217.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
218.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
219.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
220.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
221.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
222.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
223.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
224.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
225.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
226.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
227.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
228.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
229.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
230.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
231.0,393.87369155253117,227.19094323466408,465.3681902678292,134.57812288865256
232.0,393.87369155253117,227.19094323466408,543.5735574081918,134.57812288865256
233.0,393.87369155253117,227.19094323466408,569.1381163711882,134.57812288865256
234.0,393.87369155253117,227.19094323466408,569.1381163711882,134.57812288865256
235.0,393.87369155253117,227.19094323466408,569.1381163711882,134.57812288865256
236.0,393.87369155253117,227.19094323466408,569.1381163711882,134.57812288865256
237.0,418.87369155253117,227.19094323466408,569.1381163711882,134.57812288865256
238.0,444.2547998648144,227.19094323466408,569.1381163711882,134.57812288865256
239.0,470.23975081482126,227.19094323466408,569.1381163711882,134.57812288865256
240.0,495.23975081482126,227.19094323466408,569.1381163711882,134.57812288865256
241.0,520.6787013970632,227.19094323466408,569.1381163711882,134.57812288865256
242.0,520.6787013970632,227.19094323466408,594.1381163711882,134.57812288865256
243.0,520.6787013970632,227.19094323466408,619.4372845334689,134.57812288865256
244.0,520.6787013970632,227.19094323466408,619.4372845334689,134.57812288865256
245.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
246.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
247.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
248.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
249.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
250.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
251.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
252.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
253.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
254.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
255.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
256.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
257.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
258.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
259.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
260.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
261.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
262.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
263.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
264.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
265.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
266.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
267.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
268.0,520.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
269.0,545.6787013970632,227.19094323466408,645.2906617163745,134.57812288865256
270.0,570.9378962182957,227.19094323466408,645.2906617163745,134.57812288865256
271.0,596.3890222883222,227.19094323466408,645.2906617163745,134.57812288865256
272.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
273.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
274.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
275.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
276.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
277.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
278.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
279.0,622.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
280.0,647.2724830447029,227.19094323466408,645.2906617163745,134.57812288865256
281.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
282.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
283.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
284.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
285.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
286.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
287.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
288.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
289.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
290.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
291.0,672.4678033449046,227.19094323466408,645.2906617163745,134.57812288865256
292.0,697.4678033449046,227.19094323466408,670.2906617163745,134.57812288865256
293.0,723.6448168731984,227.19094323466408,670.2906617163745,134.57812288865256
294.0,750.6452150533592,227.19094323466408,670.2906617163745,134.57812288865256
295.0,778.44650777182,227.19094323466408,670.2906617163745,134.57812288865256
296.0,778.44650777182,252.19094323466408,670.2906617163745,134.57812288865256
297.0,778.44650777182,277.42315111746035,670.2906617163745,134.57812288865256
298.0,778.44650777182,302.6917373182436,670.2906617163745,134.57812288865256
299.0,778.44650777182,302.6917373182436,670.2906617163745,134.57812288865256
300.0,778.44650777182,302.6917373182436,670.2906617163745,134.57812288865256
301.0,778.44650777182,302.6917373182436,670.2906617163745,134.57812288865256
302.0,778.44650777182,302.6917373182436,670.2906617163745,134.57812288865256
303.0,778.44650777182,302.6917373182436,670.2906617163745,134.57812288865256
304.0,778.44650777182,302.6917373182436,722.7540890264354,134.57812288865256
305.0,778.44650777182,302.6917373182436,722.7540890264354,134.57812288865256
306.0,778.44650777182,302.6917373182436,722.7540890264354,159.57812288865256
307.0,778.44650777182,302.6917373182436,722.7540890264354,184.95208309150343
308.0,778.44650777182,302.6917373182436,722.7540890264354,209.95208309150343
309.0,778.44650777182,302.6917373182436,747.7540890264354,209.95208309150343
310.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
311.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
312.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
313.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
314.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
315.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
316.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
317.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
318.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
319.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
320.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
321.0,778.44650777182,302.6917373182436,772.8124925547551,234.95208309150343
322.0,778.44650777182,302.6917373182436,772.8124925547551,259.9520830915034
323.0,832.7839460220091,302.6917373182436,772.8124925547551,284.97227132397535
324.0,858.4578751436725,302.6917373182436,772.8124925547551,284.97227132397535
325.0,884.7852771638993,302.6917373182436,772.8124925547551,284.97227132397535
326.0,911.9962412100081,302.6917373182436,797.8124925547551,284.97227132397535
327.0,911.9962412100081,302.6917373182436,848.5705132841022,284.97227132397535
328.0,911.9962412100081,327.6917373182436,900.3821899668347,284.97227132397535
329.0,911.9962412100081,327.6917373182436,925.6932543797976,284.97227132397535
330.0,911.9962412100081,327.6917373182436,925.6932543797976,284.97227132397535
331.0,911.9962412100081,327.6917373182436,951.0043187927605,284.97227132397535
332.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
333.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
334.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
335.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
336.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
337.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
338.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
339.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
340.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
341.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
342.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
343.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
344.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
345.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
346.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
347.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
348.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
349.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
350.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
351.0,911.9962412100081,327.6917373182436,976.6108943980381,284.97227132397535
352.0,911.9962412100081,327.6917373182436,1026.610894398038,284.97227132397535
353.0,911.9962412100081,327.6917373182436,1026.610894398038,284.97227132397535
354.0,911.9962412100081,327.6917373182436,1026.610894398038,284.97227132397535
355.0,911.9962412100081,327.6917373182436,1026.610894398038,284.97227132397535
356.0,911.9962412100081,352.6917373182436,1026.610894398038,284.97227132397535
357.0,911.9962412100081,378.1944448276134,1026.610894398038,284.97227132397535
358.0,911.9962412100081,404.1805778952137,1026.610894398038,284.97227132397535
359.0,911.9962412100081,404.1805778952137,1026.610894398038,284.97227132397535
360.0,911.9962412100081,404.1805778952137,1026.610894398038,284.97227132397535
361.0,911.9962412100081,404.1805778952137,1026.610894398038,284.97227132397535
362.0,911.9962412100081,404.1805778952137,1026.610894398038,284.97227132397535
363.0,911.9962412100081,404.1805778952137,1051.610894398038,284.97227132397535
364.0,911.9962412100081,404.1805778952137,1077.234980020388,284.97227132397535
365.0,911.9962412100081,404.1805778952137,1103.4518215644716,284.97227132397535
366.0,911.9962412100081,404.1805778952137,1130.2317812342017,284.97227132397535
367.0,936.9962412100081,404.1805778952137,1182.837803812221,284.97227132397535
368.0,962.6606760948762,404.1805778952137,1208.1482657666584,284.97227132397535
369.0,962.6606760948762,404.1805778952137,1233.478151532228,284.97227132397535
370.0,962.6606760948762,404.1805778952137,1259.0764899183732,284.97227132397535
371.0,962.6606760948762,404.1805778952137,1284.6798582940655,284.97227132397535
372.0,962.6606760948762,404.1805778952137,1284.6798582940655,284.97227132397535
373.0,962.6606760948762,404.1805778952137,1284.6798582940655,284.97227132397535
374.0,962.6606760948762,404.1805778952137,1284.6798582940655,284.97227132397535
375.0,987.6606760948762,404.1805778952137,1284.6798582940655,284.97227132397535
376.0,1013.5484749060987,404.1805778952137,1284.6798582940655,284.97227132397535
377.0,1013.5484749060987,404.1805778952137,1284.6798582940655,284.97227132397535
378.0,1013.5484749060987,404.1805778952137,1284.6798582940655,284.97227132397535
379.0,1013.5484749060987,404.1805778952137,1284.6798582940655,284.97227132397535
380.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
381.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
382.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
383.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
384.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
385.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
386.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
387.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
388.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
389.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
390.0,1042.4211837862742,404.1805778952137,1284.6798582940655,284.97227132397535
391.0,1067.856296577463,404.1805778952137,1284.6798582940655,284.97227132397535
392.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
393.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
394.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
395.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
396.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
397.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
398.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
399.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
400.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
401.0,1094.020308802269,404.1805778952137,1284.6798582940655,284.97227132397535
402.0,1179.330157775792,429.1805778952137,1284.6798582940655,284.97227132397535
403.0,1179.330157775792,429.1805778952137,1284.6798582940655,284.97227132397535
404.0,1179.330157775792,429.1805778952137,1284.6798582940655,284.97227132397535
405.0,1179.330157775792,429.1805778952137,1284.6798582940655,284.97227132397535
406.0,1179.330157775792,429.1805778952137,1309.6798582940655,284.97227132397535
407.0,1179.330157775792,429.1805778952137,1309.6798582940655,284.97227132397535
