"tick","P Sell Price","P Avg Buy","I Sell Price","I Avg Buy","W Sell Price","W Avg Buy","R Sell Price","R Avg Buy"
133.0,0.9745071454077793,0.5125513764678326,7.423550175095087,3.785982872194789,23.49796940073225,13.670763711735805,74.45511185873234,39.2225875733954
134.0,0.9707186673820556,0.5125513761089417,7.423550175095087,3.785982872194789,23.49796940073225,13.670763711735805,74.3827820794415,39.18823092823226
135.0,0.9707186667440275,0.5125513758218291,7.423550175095087,3.785982872194789,22.262954092322108,12.99150529211023,74.32491825600883,39.16074561210174
136.0,0.970718666233605,0.512551375592139,7.423550175095087,3.785982872194789,21.274941845593997,12.448098556409768,74.32491825600883,39.16074561210174
137.0,0.970718666233605,0.512551375592139,7.11878827033318,3.785982872194789,20.48453204821151,12.0133731678494,73.72079036751617,38.87378486506773
138.0,0.9588139043288431,0.512551375592139,7.11878827033318,3.785982872194789,19.852204210305516,11.665592857001103,73.07004415488652,38.56468041406865
139.0,0.9588139043288431,0.512551375592139,7.11878827033318,3.785982872194789,19.852204210305516,11.665592857001103,71.64256313584319,37.8241396973838
140.0,0.9588139043288431,0.512551375592139,7.111109066970821,3.7815673302614323,19.852204210305516,11.665592857001103,70.66802222244407,37.311242977407794
141.0,0.8995981403619435,0.48004999319502334,7.234308509110329,3.859952296332372,19.852204210305516,11.665592857001103,70.32725106464719,37.14229946653434
142.0,0.8522222377667201,0.45404715928093636,7.180318014114006,3.8289077617094858,19.852204210305516,11.665592857001103,70.0546341384097,37.00714465783557
143.0,0.8143215156905415,0.4332448921496667,7.162059261085721,3.818408978718222,19.570061483288423,11.51746792531713,69.96404583863439,36.95958580045353
144.0,0.7798342682542718,0.416603078444651,11.301716050904767,5.848674148931852,19.34434730167475,11.39896797996995,69.89157519881417,36.921538714547914
145.0,0.7555778061255174,0.40328962748063846,11.301716050904767,5.848674148931852,19.16377595638381,11.304168023692206,69.89157519881417,36.921538714547914
146.0,0.7361726364225138,0.3926388667094284,11.301716050904767,5.848674148931852,18.570922928441245,11.22832805867001,69.89157519881417,36.921538714547914
147.0,0.7206485006601111,0.3841182580924604,11.301716050904767,5.848674148931852,18.455357267455042,11.167656086652254,69.19983934376819,35.76015423426012
148.0,0.7047680885785995,0.37730177119888597,14.258613757918372,7.2988635562273005,18.455357267455042,11.167656086652254,68.79739593737222,35.76015423426012
149.0,0.6948326416906616,0.37184858168402646,14.248886520862744,7.293270394920313,18.455357267455042,11.167656086652254,68.79739593737222,35.76015423426012
150.0,0.6868832869980918,0.3674854573140945,16.463378126144747,8.379082987279437,18.455357267455042,11.167656086652254,68.79739593737222,35.76015423426012
151.0,0.6805238032440358,0.36399495781814883,18.195396239688662,9.22914445092872,18.455357267455042,11.167656086652254,67.9625185314279,35.76015423426012
152.0,0.6754362162407911,0.3612025582213924,18.19467047658447,9.22872713714381,9.660611299613107,5.174962495157152,67.9625185314279,35.76015423426012
153.0,0.6734931780609762,0.3600853300409472,18.187843091506675,9.227719634483044,9.660611299613107,5.174962495157152,67.58057142102447,35.569180679058405
154.0,0.6719387475171242,0.35919154749659105,18.187843091506675,9.227719634483044,9.660611299613107,5.174962495157152,67.27501373270172,35.41640183489703
155.0,0.6706952030820428,0.3584765214611062,18.18644119848046,9.226913545992971,9.660611299613107,5.174962495157152,67.03056758204352,35.29417875956793
156.0,0.6706947084843141,0.3584762466791617,18.18644119848046,9.226913545992971,9.660611299613107,5.174962495157152,65.60224020939854,34.58001507324544
157.0,0.6655773536343463,0.35847602685360624,18.03252104456031,9.226913545992971,9.660611299613107,5.174962495157152,64.45957831128256,34.00868412418745
158.0,0.6735316118559447,0.3584758509931618,18.03252104456031,9.226913545992971,9.660611299613107,5.174962495157152,63.54544879278978,33.55161936494106
159.0,0.6735313527599877,0.3584757103048063,18.025461672713604,9.226913545992971,9.660611299613107,5.174962495157152,62.47349897144288,33.236030129198745
160.0,0.6735312077408536,0.3584756288829375,18.025461672713604,9.226913545992971,9.660611299613107,5.174962495157152,61.96855619425517,32.98355874060489
161.0,0.6735310917255461,0.35847556374544254,18.018805465040632,9.226913545992971,9.660611299613107,5.174962495157152,61.56460197250501,32.78158162972981
162.0,0.6735310917255461,0.35847556374544254,18.018805465040632,9.226913545992971,9.660611299613107,5.174962495157152,61.56460197250501,32.78158162972981
163.0,0.6735310917255461,0.35847556374544254,20.128415964308143,10.287496619731424,9.660611299613107,5.174962495157152,61.56460197250501,32.78158162972981
164.0,0.6735310917255461,0.35847556374544254,19.93793977383195,10.287496619731424,9.660611299613107,5.174962495157152,61.56460197250501,32.78158162972981
165.0,0.6735310917255461,0.35847556374544254,19.93793977383195,10.287496619731424,9.660611299613107,5.174962495157152,61.56460197250501,32.78158162972981
166.0,0.6735310917255461,0.35847556374544254,19.93793977383195,10.287496619731424,9.660611299613107,5.174962495157152,61.24486837335037,32.61372149017362
167.0,0.6735310917255461,0.35847556374544254,19.93793977383195,10.287496619731424,9.660611299613107,5.174962495157152,60.98908149402666,32.47943337852867
168.0,0.6703584135432559,0.35847556374544254,19.74143650245972,10.287496619731424,9.660611299613107,5.174962495157152,60.784451990567675,32.37200288921271
169.0,0.6703584135432559,0.35847556374544254,19.74143650245972,10.287496619731424,9.660611299613107,5.174962495157152,60.6207483878005,32.28605849775993
170.0,0.6703584135432559,0.35847556374544254,19.55096031198353,10.287496619731424,9.660611299613107,5.174962495157152,60.48978550558675,32.21730298459772
171.0,0.6703584135432559,0.35847556374544254,19.360484121507337,10.287496619731424,9.660611299613107,5.174962495157152,59.98257179341979,32.16229857406794
172.0,0.6703584135432559,0.35847556374544254,19.360484121507337,10.287496619731424,9.660611299613107,5.174962495157152,59.98257179341979,32.16229857406794
173.0,0.6660871185229269,0.35847556374544254,19.360484121507337,10.287496619731424,9.002196636393823,4.8292947969670275,59.98257179341979,32.16229857406794
174.0,0.6660871185229269,0.35847556374544254,19.360484121507337,10.287496619731424,8.475464905818397,4.552760638414928,59.98257179341979,32.16229857406794
175.0,0.6660871185229269,0.35847556374544254,19.360484121507337,10.287496619731424,8.054079521358055,4.331533311573249,59.98257179341979,32.16229857406794
176.0,0.6660871185229269,0.35847556374544254,19.360484121507337,10.287496619731424,8.054079521358055,4.331533311573249,59.98257179341979,32.16229857406794
177.0,0.6660871185229269,0.35847556374544254,19.201469740672778,10.286972441660645,8.054079521358055,4.331533311573249,56.27705728782192,29.711715471248482
178.0,0.6660871185229269,0.35847556374544254,19.200740449443867,10.28655309920402,8.054079521358055,4.331533311573249,56.15827869186413,29.658265103067478
179.0,0.6660871185229269,0.35847556374544254,19.192850566599404,10.286217625238722,8.054079521358055,4.331533311573249,55.620568068062326,29.61550480852267
180.0,0.6619204370330147,0.35847556374544254,19.1923838202129,10.285949246066481,8.054079521358055,4.331533311573249,55.54454976664934,29.581296572886828
181.0,0.6619204366461682,0.3584755635616904,19.192010423103696,10.285734542728688,8.054079521358055,4.331533311573249,50.827338545262606,26.615477760420177
182.0,0.6511743690938228,0.3584755634146887,19.19171170541633,10.285562780058456,8.054079521358055,4.331533311573249,50.827338545262606,26.615477760420177
183.0,0.651174368846241,0.3584755632970874,19.19171170541633,10.285562780058456,8.054079521358055,4.331533311573249,50.827338545262606,26.615477760420177
184.0,0.6511743686481757,0.35847556320300633,19.19171170541633,10.285562780058456,8.054079521358055,4.331533311573249,50.389442927393645,26.615477760420177
185.0,0.6511743684897233,0.3584755631277415,19.19171170541633,10.285562780058456,8.054079521358055,4.331533311573249,49.12044003810583,25.969340563925407
186.0,0.6511743683629614,0.3584755630675296,19.19171170541633,10.285562780058456,8.054079521358055,4.331533311573249,48.105237726675576,25.452430806729595
187.0,0.651174368261552,0.35847556301936007,19.19171170541633,10.285562780058456,8.054079521358055,4.331533311573249,47.23240409682693,25.007050316103104
188.0,0.6482555042527173,0.3584755629808245,19.0130066178318,10.285562780058456,8.054079521358055,4.331533311573249,46.17550624569671,24.7560286640055
189.0,0.6482555041878152,0.358475562949996,19.0130066178318,10.285562780058456,8.054079521358055,4.331533311573249,46.125381373952735,24.73096622813351
190.0,0.6482555041358935,0.3584755629253332,18.83984644467163,10.285562780058456,8.054079521358055,4.331533311573249,46.08655143430189,24.71058050981682
191.0,0.6482555040943562,0.35847556290560295,18.666686271511455,10.285562780058456,7.908050800708436,4.254868233232199,46.055487482581206,24.694271935163464
192.0,0.6482555040943562,0.35847556290560295,18.666686271511455,10.285562780058456,7.6765768273244035,4.193536170559359,46.03063632120467,24.681225075440775
193.0,0.6482555040943562,0.35847556290560295,18.666686271511455,10.285562780058456,7.583118446108647,4.144470520421087,46.03063632120467,24.681225075440775
194.0,0.6482555040943562,0.35847556290560295,18.666686271511455,10.285562780058456,7.583118446108647,4.144470520421087,46.03063632120467,24.681225075440775
195.0,0.6482555040943562,0.35847556290560295,18.662822047014885,10.283147639748103,7.583118446108647,4.144470520421087,46.03063632120467,24.681225075440775
196.0,0.6472611631440196,0.3579038168591594,18.65420100692414,10.281962040224583,7.583118446108647,4.144470520421087,44.483313627264295,23.830197593773573
197.0,0.6464655662390687,0.35744634998216934,18.507902202291756,10.281104997474273,7.583118446108647,4.144470520421087,46.103433368667204,24.64181033889244
198.0,0.6458290878994473,0.3570803760319638,18.509519690013114,10.282115927300124,29.187338834581485,14.858352890315814,44.989361029030135,24.02907055209205
199.0,0.645319882045272,0.35678758412143646,18.502670814115653,10.282050639399591,29.187338834581485,14.858352890315814,44.09810315732048,23.538878722651745
200.0,0.6449125173619318,0.3565533505930146,18.500482828889414,10.280683148633193,29.187338834581485,14.858352890315814,43.38509685995275,23.146725259099497
201.0,0.6445866256152597,0.35636596377027707,18.500482828889414,10.280683148633193,29.187338834581485,14.858352890315814,42.74142433705038,22.7945370586284
202.0,0.6443259122179219,0.356216054312087,18.500482828889414,10.280683148633193,29.052806361285477,14.858352890315814,42.68281034904384,22.763764714924967
203.0,0.6441173415000516,0.356096126745535,18.500482828889414,10.280683148633193,29.052806361285477,14.858352890315814,42.6359191586386,22.739146839962217
204.0,0.6439504849257556,0.35600018469229333,18.500482828889414,10.280683148633193,29.052806361285477,14.858352890315814,42.59840620631441,22.719452539992012
205.0,0.6438169996663188,0.3559234310497001,18.500482828889414,10.280683148633193,29.052806361285477,14.858352890315814,42.568395844455054,22.70369710001585
206.0,0.6437102114587692,0.35586202813562545,18.500482828889414,10.280683148633193,29.052806361285477,14.858352890315814,42.54438755496758,22.691092748034926
207.0,0.6437101941299849,0.35586201841578763,18.500482828889414,10.280683148633193,29.052806361285477,14.858352890315814,42.426622027050264,22.631729818286516
208.0,0.6410158443336894,0.35586201063991735,18.16921988893082,10.280683148633193,29.052806361285477,14.858352890315814,33.79177286908517,17.81977858257781
209.0,0.641015841774425,0.355862009232322,18.16921988893082,10.280683148633193,29.052806361285477,14.858352890315814,33.719684076342894,17.78373418620667
210.0,0.6410158397830654,0.3558620081370741,18.0111171221324,10.280683148633193,29.052806361285477,14.858352890315814,33.66201304214907,17.754898669109757
211.0,0.6371159617210258,0.3558620081370741,17.853014355333983,10.280683148633193,29.052806361285477,14.858352890315814,33.07729777069758,17.46254103338401
212.0,0.6325106985548237,0.3558620081370741,17.853014355333983,10.280683148633193,29.052806361285477,14.858352890315814,42.910339770211834,22.26357551463674
213.0,0.6325106985548237,0.3558620081370741,17.853014355333983,10.280683148633193,29.052806361285477,14.858352890315814,42.910339770211834,22.26357551463674
