"tick","IdSupplier","IdClient","LocationX","LocationY","Size"
4.0,42,32,81.24714413167888,15.397819712690989,1.0
4.0,12,59,64.91093919044681,26.275259470328404,1.0
4.0,23,56,86.93976795462163,24.19919298119774,1.0
5.0,42,32,80.3044718942321,24.097691124134972,1.0
5.0,12,59,77.08560376528723,24.551952516639687,1.0
5.0,23,56,87.62353800747563,30.589162384993166,1.0
6.0,42,32,79.36179965678531,32.797562535578955,1.0
6.0,12,59,89.26026834012765,22.82864556295097,1.0
6.0,23,56,88.30730806032963,36.97913178878859,1.0
8.0,17,26,56.62167780083086,12.179242690791563,5.0
8.0,16,35,50.38618490954437,15.631089398572534,5.0
8.0,10,42,55.3385052449845,20.527392205687462,5.0
8.0,11,23,56.46077316735905,28.899368908992972,5.0
9.0,17,26,67.3480759681899,16.32861159978453,5.0
9.0,16,35,55.91633900083134,17.656997230716314,5.0
9.0,10,42,64.99559294913826,14.966885710427015,5.0
9.0,17,26,56.62167780083086,12.179242690791563,3.1617370323510845
9.0,11,23,67.05308414015826,24.48217633315378,5.0
10.0,17,26,78.07447413554895,20.4779805087775,5.0
10.0,16,35,61.44649309211832,19.682905062860094,5.0
10.0,10,42,74.65268065329201,9.406379215166567,5.0
10.0,17,26,67.3480759681899,16.32861159978453,3.1617370323510845
10.0,11,23,77.64539511295747,20.064983757314586,5.0
11.0,23,56,86.93976795462163,24.19919298119774,1.277958342119913
11.0,26,47,79.12431737879683,30.775264600753857,1.1777394857226537
11.0,42,32,81.24714413167888,15.397819712690989,1.0
11.0,35,29,71.94653705726525,23.31405654841945,1.1995527710988723
11.0,17,26,78.07447413554895,20.4779805087775,3.1617370323510845
12.0,23,56,87.62353800747563,30.589162384993166,1.277958342119913
12.0,6,16,30.625,25.1,25.0
12.0,26,47,72.84825463659736,36.590088738072176,1.1777394857226537
12.0,42,32,80.3044718942321,24.097691124134972,1.0
12.0,35,29,77.00980430069637,24.989410898289734,1.1995527710988723
12.0,7,17,30.625,24.700000000000003,25.0
12.0,26,47,79.12431737879683,30.775264600753857,1.1983124816981898
12.0,42,32,81.24714413167888,15.397819712690989,1.0216793052584399
12.0,23,56,86.93976795462163,24.19919298119774,1.3109988225781442
12.0,35,29,71.94653705726525,23.31405654841945,1.2226506119642961
13.0,23,56,88.30730806032963,36.97913178878859,1.277958342119913
13.0,6,16,35.3125,20.85,25.0
13.0,23,56,86.93976795462163,24.19919298119774,1.3423872790134637
13.0,42,32,79.36179965678531,32.797562535578955,1.0
13.0,35,29,71.94653705726525,23.31405654841945,1.244593560786449
13.0,35,29,82.0730715441275,26.664765248160016,1.1995527710988723
13.0,7,17,35.3125,18.450000000000003,25.0
13.0,26,47,72.84825463659736,36.590088738072176,1.1983124816981898
13.0,42,32,80.3044718942321,24.097691124134972,1.0216793052584399
13.0,26,47,66.57219189439789,42.404912875390494,1.1777394857226537
13.0,42,32,81.24714413167888,15.397819712690989,1.0460599729548559
13.0,26,47,79.12431737879683,30.775264600753857,1.217856827874949
13.0,23,56,87.62353800747563,30.589162384993166,1.3109988225781442
13.0,35,29,77.00980430069637,24.989410898289734,1.2226506119642961
14.0,6,16,40.0,16.6,25.0
14.0,35,29,71.94653705726525,23.31405654841945,1.265439362167494
14.0,23,56,87.62353800747563,30.589162384993166,1.3423872790134637
14.0,35,29,77.00980430069637,24.989410898289734,1.244593560786449
14.0,7,17,40.0,12.200000000000003,25.0
14.0,26,47,66.57219189439789,42.404912875390494,1.1983124816981898
14.0,42,32,79.36179965678531,32.797562535578955,1.0216793052584399
14.0,23,56,86.93976795462163,24.19919298119774,1.1135132496589113
14.0,42,32,80.3044718942321,24.097691124134972,1.0460599729548559
14.0,26,47,72.84825463659736,36.590088738072176,1.217856827874949
14.0,23,56,88.30730806032963,36.97913178878859,1.3109988225781442
14.0,35,29,82.0730715441275,26.664765248160016,1.2226506119642961
14.0,26,47,79.12431737879683,30.775264600753857,1.2364239567428703
15.0,35,29,77.00980430069637,24.989410898289734,1.265439362167494
15.0,23,56,88.30730806032963,36.97913178878859,1.3423872790134637
15.0,35,29,82.0730715441275,26.664765248160016,1.244593560786449
15.0,26,47,79.12431737879683,30.775264600753857,1.2540627291673956
15.0,23,56,87.62353800747563,30.589162384993166,1.1135132496589113
15.0,42,32,79.36179965678531,32.797562535578955,1.0460599729548559
15.0,26,47,66.57219189439789,42.404912875390494,1.217856827874949
15.0,26,47,72.84825463659736,36.590088738072176,1.2364239567428703
16.0,35,29,82.0730715441275,26.664765248160016,1.265439362167494
16.0,26,47,79.12431737879683,30.775264600753857,1.2708195629706944
16.0,1,1,9.7,39.2,0.25
16.0,26,47,72.84825463659736,36.590088738072176,1.2540627291673956
16.0,3,9,16.25,20.0,5.0
16.0,23,56,88.30730806032963,36.97913178878859,1.1135132496589113
16.0,2,7,16.25,25.2,5.0
16.0,1,6,16.25,36.5,5.0
16.0,16,35,50.38618490954437,15.631089398572534,5.0
16.0,2,2,9.7,22.2,0.25
16.0,26,47,66.57219189439789,42.404912875390494,1.2364239567428703
16.0,3,3,9.7,18.2,0.25
17.0,26,47,72.84825463659736,36.590088738072176,1.2708195629706944
17.0,1,1,10.7,39.2,0.25
17.0,2,2,9.7,22.2,0.7375
17.0,3,3,9.7,18.2,0.7375
17.0,26,47,66.57219189439789,42.404912875390494,1.2540627291673956
17.0,3,9,19.375,21.5,5.0
17.0,2,7,19.375,27.7,5.0
17.0,1,6,19.375,34.25,5.0
17.0,16,35,55.91633900083134,17.656997230716314,5.0
17.0,2,2,10.7,22.2,0.25
17.0,1,1,9.7,39.2,0.7375
17.0,3,3,10.7,18.2,0.25
17.0,16,35,50.38618490954437,15.631089398572534,5.099037345538117
18.0,2,2,9.7,22.2,1.3371385897374166
18.0,26,47,66.57219189439789,42.404912875390494,1.2708195629706944
18.0,1,1,11.7,39.2,0.25
18.0,2,2,10.7,22.2,0.7375
18.0,3,3,10.7,18.2,0.7375
18.0,3,9,22.5,23.0,5.0
18.0,16,35,50.38618490954437,15.631089398572534,5.19416511386838
18.0,2,7,22.5,30.2,5.0
18.0,1,6,22.5,32.0,5.0
18.0,16,35,61.44649309211832,19.682905062860094,5.0
18.0,3,3,9.7,18.2,1.3380720791020138
18.0,2,2,11.7,22.2,0.25
18.0,1,1,10.7,39.2,0.7375
18.0,17,26,56.62167780083086,12.179242690791563,5.0
18.0,3,3,11.7,18.2,0.25
18.0,16,35,55.91633900083134,17.656997230716314,5.099037345538117
18.0,1,1,9.7,39.2,1.3146561854044716
19.0,2,2,10.7,22.2,1.3371385897374166
19.0,2,2,11.7,22.2,0.7375
19.0,3,3,11.7,18.2,0.7375
19.0,16,35,55.91633900083134,17.656997230716314,5.19416511386838
19.0,17,26,56.62167780083086,12.179242690791563,5.07459116079487
19.0,1,1,9.7,39.2,1.9602499173359824
19.0,16,35,50.38618490954437,15.631089398572534,5.285526669347731
