"tick","IdClient","IdSupplier","LocationX","LocationY","Size"
1.0,33,56,68.64659703754504,34.65675018928721,1.0
1.0,44,27,75.93213986141906,13.237853172953763,1.0
1.0,63,12,84.95048244944932,21.33725475845291,1.0
1.0,54,26,60.81936769511726,41.79093414221309,1.0
2.0,33,56,69.29393942251102,29.28042961889374,1.0
2.0,44,27,76.74821717780713,16.963203274040506,1.0
2.0,44,27,75.93213986141906,13.237853172953763,1.0262458048202097
2.0,63,12,76.94568038299492,24.01993906673789,1.0
2.0,54,26,67.07959564042335,36.86704090990915,1.0
2.0,63,12,84.95048244944932,21.33725475845291,1.0641493512841407
2.0,54,26,60.81936769511726,41.79093414221309,1.069793774863938
2.0,33,56,68.64659703754504,34.65675018928721,1.052046972878743
3.0,33,56,69.941281807477,23.904109048500274,1.0
3.0,44,27,77.56429449419521,20.68855337512725,1.0
3.0,44,27,76.74821717780713,16.963203274040506,1.0262458048202097
3.0,63,12,68.94087831654052,26.70262337502287,1.0
3.0,54,26,73.33982358572943,31.94314767760521,1.0
3.0,63,12,76.94568038299492,24.01993906673789,1.0641493512841407
3.0,54,26,60.81936769511726,41.79093414221309,1.1360978609846788
3.0,44,27,75.93213986141906,13.237853172953763,1.0511793193994088
3.0,33,56,68.64659703754504,34.65675018928721,1.1014915971135486
3.0,63,12,84.95048244944932,21.33725475845291,1.1250912350040743
3.0,54,26,67.07959564042335,36.86704090990915,1.069793774863938
3.0,33,56,69.29393942251102,29.28042961889374,1.052046972878743
4.0,63,12,84.95048244944932,21.33725475845291,1.1829860245380113
4.0,54,26,60.81936769511726,41.79093414221309,1.1990867427993828
4.0,44,27,77.56429449419521,20.68855337512725,1.0262458048202097
4.0,63,12,68.94087831654052,26.70262337502287,1.0641493512841407
4.0,54,26,67.07959564042335,36.86704090990915,1.1360978609846788
4.0,44,27,76.74821717780713,16.963203274040506,1.0511793193994088
4.0,33,56,69.29393942251102,29.28042961889374,1.1014915971135486
4.0,63,12,76.94568038299492,24.01993906673789,1.1250912350040743
4.0,54,26,73.33982358572943,31.94314767760521,1.069793774863938
4.0,33,56,68.64659703754504,34.65675018928721,1.148463990136614
4.0,33,56,69.941281807477,23.904109048500274,1.052046972878743
4.0,44,27,75.93213986141906,13.237853172953763,1.0748661582496482
5.0,63,12,76.94568038299492,24.01993906673789,1.1829860245380113
5.0,26,11,75.74417769607739,27.58758063907239,10.0
5.0,56,10,67.63697413554897,20.1220194912225,5.0
5.0,54,26,73.33982358572943,31.94314767760521,1.1360978609846788
5.0,44,27,75.93213986141906,13.237853172953763,1.0973686551573754
5.0,63,12,68.94087831654052,26.70262337502287,1.1250912350040743
5.0,54,26,60.81936769511726,41.79093414221309,1.2589261805233516
5.0,33,56,68.64659703754504,34.65675018928721,1.1930877635085262
5.0,33,56,69.29393942251102,29.28042961889374,1.148463990136614
5.0,63,12,84.95048244944932,21.33725475845291,1.2379860745952513
5.0,54,26,67.07959564042335,36.86704090990915,1.1990867427993828
5.0,27,16,71.58486981908874,22.68717879714507,10.0
5.0,44,27,77.56429449419521,20.68855337512725,1.0511793193994088
5.0,33,56,69.941281807477,23.904109048500274,1.1014915971135486
5.0,44,27,76.74821717780713,16.963203274040506,1.0748661582496482
6.0,63,12,68.94087831654052,26.70262337502287,1.1829860245380113
6.0,54,26,60.81936769511726,41.79093414221309,1.3157736463611218
6.0,26,11,69.3592784160532,29.528961689362266,10.0
6.0,56,10,63.78557596818992,23.458888400215468,5.0
6.0,56,10,67.63697413554897,20.1220194912225,5.071299749710247
6.0,44,27,75.93213986141906,13.237853172953763,1.1187460272197163
6.0,44,27,76.74821717780713,16.963203274040506,1.0973686551573754
6.0,54,26,67.07959564042335,36.86704090990915,1.2589261805233516
6.0,27,16,71.58486981908874,22.68717879714507,10.264718851816374
6.0,33,56,69.29393942251102,29.28042961889374,1.1930877635085262
6.0,33,56,69.941281807477,23.904109048500274,1.148463990136614
6.0,63,12,76.94568038299492,24.01993906673789,1.2379860745952513
6.0,54,26,73.33982358572943,31.94314767760521,1.1990867427993828
6.0,26,11,75.74417769607739,27.58758063907239,10.336039101798203
6.0,27,16,62.88647300062351,19.597435423037233,10.0
6.0,33,56,68.64659703754504,34.65675018928721,1.2354803482118428
6.0,63,12,84.95048244944932,21.33725475845291,1.2902361221496295
6.0,44,27,77.56429449419521,20.68855337512725,1.0748661582496482
7.0,54,26,67.07959564042335,36.86704090990915,1.3157736463611218
7.0,26,11,62.974379136029015,31.470342739652143,10.0
7.0,56,10,59.93417780083087,26.795757309208437,5.0
7.0,56,10,63.78557596818992,23.458888400215468,5.071299749710247
7.0,44,27,76.74821717780713,16.963203274040506,1.1187460272197163
7.0,54,26,60.81936769511726,41.79093414221309,1.3697787389070035
7.0,44,27,77.56429449419521,20.68855337512725,1.0973686551573754
7.0,54,26,73.33982358572943,31.94314767760521,1.2589261805233516
7.0,27,16,62.88647300062351,19.597435423037233,10.264718851816374
7.0,33,56,69.941281807477,23.904109048500274,1.1930877635085262
7.0,63,12,68.94087831654052,26.70262337502287,1.2379860745952513
7.0,26,11,69.3592784160532,29.528961689362266,10.336039101798203
7.0,27,16,54.188076182158284,16.5076920489294,10.0
7.0,33,56,69.29393942251102,29.28042961889374,1.2354803482118428
7.0,56,10,67.63697413554897,20.1220194912225,5.1415067431467225
7.0,26,11,75.74417769607739,27.58758063907239,10.661906657118571
7.0,63,12,76.94568038299492,24.01993906673789,1.2902361221496295
7.0,27,16,71.58486981908874,22.68717879714507,10.518695112499849
7.0,33,56,68.64659703754504,34.65675018928721,1.260272575260496
7.0,44,27,75.93213986141906,13.237853172953763,1.1390545306789401
7.0,63,12,84.95048244944932,21.33725475845291,1.3356661522150954
8.0,54,26,73.33982358572943,31.94314767760521,1.3157736463611218
8.0,63,12,84.95048244944932,21.33725475845291,1.3830321958884813
8.0,56,10,59.93417780083087,26.795757309208437,5.071299749710247
8.0,56,10,67.63697413554897,20.1220194912225,5.210552006562528
8.0,44,27,77.56429449419521,20.68855337512725,1.1187460272197163
8.0,54,26,67.07959564042335,36.86704090990915,1.3697787389070035
8.0,27,16,54.188076182158284,16.5076920489294,10.264718851816374
8.0,44,27,75.93213986141906,13.237853172953763,1.1583476089652027
8.0,27,16,71.58486981908874,22.68717879714507,10.762341244034173
8.0,33,56,68.64659703754504,34.65675018928721,1.299305919376214
8.0,26,11,62.974379136029015,31.470342739652143,10.336039101798203
8.0,26,11,75.74417769607739,27.58758063907239,10.97777972285439
8.0,33,56,69.941281807477,23.904109048500274,1.2354803482118428
8.0,56,10,63.78557596818992,23.458888400215468,5.1415067431467225
8.0,26,11,69.3592784160532,29.528961689362266,10.661906657118571
8.0,63,12,68.94087831654052,26.70262337502287,1.2902361221496295
8.0,27,16,62.88647300062351,19.597435423037233,10.518695112499849
8.0,33,56,69.29393942251102,29.28042961889374,1.260272575260496
8.0,44,27,76.74821717780713,16.963203274040506,1.1390545306789401
8.0,63,12,76.94568038299492,24.01993906673789,1.3356661522150954
8.0,54,26,60.81936769511726,41.79093414221309,1.4210835768255912
9.0,63,12,76.94568038299492,24.01993906673789,1.3830321958884813
9.0,27,16,71.58486981908874,22.68717879714507,10.996055318682556
9.0,56,10,63.78557596818992,23.458888400215468,5.210552006562528
9.0,54,26,73.33982358572943,31.94314767760521,1.3697787389070035
9.0,63,12,84.95048244944932,21.33725475845291,1.428029937378198
9.0,44,27,75.93213986141906,13.237853172953763,1.1766760333371522
9.0,44,27,76.74821717780713,16.963203274040506,1.1583476089652027
9.0,54,26,60.81936769511726,41.79093414221309,1.4698231728482496
9.0,26,11,75.74417769607739,27.58758063907239,11.283843079075815
9.0,27,16,62.88647300062351,19.597435423037233,10.762341244034173
9.0,33,56,69.29393942251102,29.28042961889374,1.299305919376214
9.0,11,7,49.25,32.4,50.0
9.0,16,6,40.0,16.0,50.0
9.0,26,11,69.3592784160532,29.528961689362266,10.97777972285439
9.0,56,10,59.93417780083087,26.795757309208437,5.1415067431467225
9.0,26,11,62.974379136029015,31.470342739652143,10.661906657118571
9.0,27,16,54.188076182158284,16.5076920489294,10.518695112499849
9.0,33,56,69.941281807477,23.904109048500274,1.260272575260496
9.0,44,27,77.56429449419521,20.68855337512725,1.1390545306789401
9.0,56,10,67.63697413554897,20.1220194912225,5.278376195476139
9.0,63,12,68.94087831654052,26.70262337502287,1.3356661522150954
9.0,33,56,68.64659703754504,34.65675018928721,1.3363875962861462
9.0,54,26,67.07959564042335,36.86704090990915,1.4210835768255912
9.0,10,9,49.25,30.2,25.0
10.0,10,9,49.25,30.2,25.544821393364323
10.0,63,12,68.94087831654052,26.70262337502287,1.3830321958884813
10.0,56,10,59.93417780083087,26.795757309208437,5.210552006562528
10.0,63,12,84.95048244944932,21.33725475845291,1.4707777917934286
10.0,27,16,54.188076182158284,16.5076920489294,10.762341244034173
10.0,11,7,41.671875,30.65,50.0
10.0,16,6,35.3125,20.0,50.0
