"tick","Count 1 Producers","Count 2 Internationals","Count 3 Wholesalers","Count 4 Retailers","Count 5 Consumers"
1.0,6.0,4.0,4.0,20.0,26.0
2.0,6.0,4.0,4.0,20.0,26.0
3.0,6.0,4.0,4.0,20.0,26.0
4.0,6.0,4.0,4.0,20.0,26.0
5.0,6.0,4.0,4.0,20.0,26.0
6.0,6.0,4.0,4.0,20.0,26.0
7.0,6.0,4.0,4.0,20.0,26.0
8.0,6.0,4.0,4.0,20.0,26.0
9.0,6.0,4.0,4.0,20.0,26.0
10.0,6.0,4.0,4.0,20.0,26.0
11.0,6.0,4.0,4.0,20.0,26.0
12.0,6.0,4.0,4.0,20.0,26.0
13.0,6.0,4.0,4.0,20.0,26.0
14.0,6.0,4.0,4.0,20.0,26.0
15.0,6.0,4.0,4.0,20.0,26.0
16.0,6.0,4.0,4.0,20.0,26.0
17.0,6.0,4.0,4.0,20.0,26.0
18.0,6.0,4.0,4.0,20.0,26.0
19.0,6.0,4.0,4.0,20.0,26.0
20.0,6.0,4.0,4.0,20.0,26.0
21.0,6.0,4.0,4.0,20.0,26.0
22.0,6.0,4.0,4.0,20.0,26.0
23.0,6.0,4.0,4.0,20.0,26.0
24.0,6.0,4.0,4.0,20.0,26.0
25.0,6.0,4.0,4.0,20.0,26.0
26.0,6.0,4.0,4.0,20.0,26.0
27.0,6.0,4.0,4.0,20.0,26.0
28.0,6.0,4.0,4.0,20.0,26.0
29.0,6.0,4.0,4.0,20.0,26.0
30.0,6.0,4.0,4.0,20.0,26.0
31.0,6.0,4.0,4.0,20.0,26.0
32.0,6.0,4.0,4.0,20.0,26.0
33.0,6.0,4.0,4.0,20.0,26.0
34.0,6.0,4.0,4.0,20.0,26.0
35.0,6.0,4.0,4.0,20.0,26.0
36.0,6.0,4.0,4.0,20.0,26.0
37.0,6.0,4.0,4.0,20.0,26.0
38.0,6.0,4.0,4.0,20.0,26.0
39.0,6.0,4.0,4.0,20.0,26.0
40.0,6.0,4.0,4.0,20.0,26.0
41.0,6.0,4.0,4.0,20.0,26.0
42.0,6.0,4.0,4.0,20.0,26.0
43.0,6.0,4.0,4.0,20.0,26.0
44.0,6.0,4.0,4.0,20.0,26.0
45.0,6.0,4.0,4.0,20.0,26.0
46.0,6.0,4.0,4.0,20.0,26.0
47.0,6.0,4.0,4.0,20.0,26.0
48.0,6.0,4.0,4.0,20.0,26.0
49.0,6.0,4.0,4.0,20.0,26.0
50.0,6.0,4.0,4.0,20.0,26.0
51.0,6.0,4.0,4.0,20.0,26.0
52.0,6.0,4.0,4.0,20.0,26.0
53.0,6.0,4.0,4.0,20.0,6.0
54.0,6.0,4.0,4.0,20.0,6.0
55.0,6.0,4.0,4.0,20.0,7.0
56.0,6.0,4.0,4.0,20.0,7.0
57.0,6.0,4.0,4.0,20.0,7.0
58.0,6.0,4.0,4.0,20.0,7.0
59.0,6.0,4.0,5.0,20.0,7.0
60.0,6.0,4.0,5.0,20.0,7.0
61.0,6.0,4.0,5.0,20.0,7.0
62.0,6.0,4.0,5.0,20.0,7.0
63.0,6.0,4.0,5.0,21.0,7.0
64.0,6.0,4.0,5.0,21.0,7.0
65.0,6.0,4.0,5.0,21.0,7.0
66.0,6.0,4.0,5.0,21.0,7.0
67.0,6.0,4.0,5.0,21.0,7.0
68.0,6.0,4.0,5.0,21.0,8.0
69.0,6.0,4.0,5.0,21.0,8.0
70.0,6.0,4.0,5.0,21.0,8.0
71.0,6.0,4.0,5.0,21.0,8.0
72.0,6.0,4.0,5.0,21.0,8.0
73.0,6.0,4.0,5.0,21.0,8.0
74.0,6.0,4.0,5.0,21.0,8.0
75.0,6.0,4.0,5.0,21.0,8.0
76.0,6.0,4.0,5.0,21.0,8.0
77.0,6.0,4.0,5.0,21.0,8.0
78.0,6.0,4.0,5.0,21.0,8.0
79.0,6.0,4.0,5.0,21.0,9.0
80.0,6.0,4.0,5.0,21.0,9.0
81.0,6.0,4.0,5.0,21.0,9.0
82.0,6.0,4.0,5.0,21.0,9.0
83.0,6.0,4.0,5.0,21.0,9.0
84.0,6.0,4.0,5.0,21.0,9.0
85.0,6.0,4.0,5.0,21.0,9.0
86.0,6.0,5.0,5.0,21.0,9.0
87.0,6.0,5.0,5.0,21.0,9.0
88.0,6.0,5.0,5.0,21.0,9.0
89.0,6.0,5.0,5.0,21.0,9.0
90.0,6.0,5.0,5.0,21.0,9.0
91.0,6.0,5.0,5.0,21.0,10.0
92.0,6.0,5.0,5.0,21.0,10.0
93.0,6.0,5.0,5.0,21.0,10.0
94.0,6.0,5.0,5.0,21.0,10.0
95.0,6.0,5.0,5.0,21.0,10.0
96.0,6.0,5.0,5.0,21.0,10.0
97.0,6.0,5.0,5.0,21.0,11.0
98.0,7.0,5.0,5.0,21.0,11.0
99.0,7.0,5.0,5.0,21.0,11.0
100.0,7.0,5.0,5.0,21.0,11.0
101.0,7.0,5.0,5.0,21.0,11.0
102.0,7.0,5.0,5.0,21.0,11.0
103.0,7.0,5.0,5.0,21.0,11.0
104.0,7.0,5.0,5.0,21.0,11.0
105.0,7.0,5.0,5.0,10.0,11.0
106.0,7.0,5.0,5.0,10.0,11.0
107.0,7.0,5.0,5.0,10.0,11.0
108.0,7.0,5.0,5.0,10.0,12.0
109.0,7.0,5.0,5.0,10.0,12.0
110.0,7.0,5.0,5.0,10.0,12.0
111.0,7.0,5.0,5.0,10.0,12.0
112.0,7.0,5.0,5.0,10.0,12.0
113.0,7.0,5.0,5.0,10.0,12.0
114.0,7.0,5.0,5.0,10.0,12.0
115.0,7.0,5.0,5.0,10.0,12.0
116.0,7.0,5.0,5.0,10.0,12.0
117.0,7.0,5.0,5.0,10.0,12.0
118.0,7.0,5.0,5.0,10.0,12.0
119.0,7.0,5.0,5.0,10.0,12.0
120.0,7.0,5.0,5.0,10.0,11.0
121.0,7.0,5.0,5.0,10.0,11.0
122.0,7.0,5.0,5.0,10.0,11.0
123.0,7.0,5.0,5.0,10.0,11.0
124.0,7.0,5.0,5.0,10.0,12.0
125.0,7.0,5.0,5.0,10.0,12.0
126.0,7.0,5.0,5.0,10.0,12.0
127.0,7.0,5.0,5.0,10.0,12.0
128.0,7.0,5.0,5.0,9.0,12.0
129.0,7.0,5.0,5.0,9.0,12.0
130.0,7.0,5.0,5.0,9.0,12.0
131.0,7.0,5.0,5.0,9.0,12.0
132.0,7.0,5.0,5.0,9.0,12.0
133.0,7.0,5.0,5.0,8.0,12.0
134.0,7.0,5.0,5.0,8.0,13.0
135.0,7.0,5.0,5.0,8.0,13.0
136.0,7.0,5.0,5.0,8.0,13.0
137.0,7.0,5.0,5.0,8.0,13.0
138.0,7.0,5.0,5.0,8.0,13.0
139.0,7.0,5.0,5.0,8.0,13.0
140.0,7.0,5.0,5.0,8.0,13.0
141.0,7.0,5.0,4.0,8.0,13.0
142.0,7.0,5.0,4.0,8.0,13.0
143.0,7.0,5.0,4.0,8.0,13.0
144.0,7.0,5.0,4.0,8.0,13.0
145.0,7.0,5.0,4.0,8.0,13.0
146.0,7.0,5.0,4.0,8.0,13.0
147.0,7.0,5.0,4.0,8.0,13.0
148.0,7.0,5.0,4.0,8.0,13.0
149.0,7.0,5.0,4.0,8.0,13.0
150.0,7.0,5.0,4.0,8.0,13.0
151.0,7.0,5.0,4.0,8.0,13.0
152.0,7.0,5.0,4.0,8.0,13.0
153.0,7.0,5.0,4.0,8.0,13.0
154.0,7.0,5.0,4.0,8.0,13.0
155.0,7.0,5.0,4.0,8.0,13.0
156.0,7.0,5.0,4.0,8.0,13.0
157.0,7.0,5.0,4.0,8.0,13.0
158.0,7.0,5.0,4.0,8.0,13.0
159.0,7.0,5.0,4.0,8.0,13.0
160.0,7.0,5.0,4.0,8.0,12.0
161.0,7.0,5.0,4.0,8.0,12.0
162.0,7.0,5.0,4.0,8.0,13.0
163.0,7.0,5.0,4.0,8.0,13.0
164.0,7.0,5.0,3.0,8.0,13.0
165.0,7.0,5.0,3.0,8.0,13.0
166.0,7.0,5.0,3.0,8.0,13.0
167.0,7.0,5.0,3.0,8.0,14.0
168.0,7.0,5.0,3.0,7.0,14.0
169.0,7.0,6.0,3.0,7.0,14.0
170.0,7.0,6.0,3.0,7.0,14.0
171.0,7.0,6.0,3.0,7.0,14.0
172.0,7.0,6.0,3.0,7.0,14.0
173.0,7.0,6.0,3.0,7.0,14.0
174.0,7.0,6.0,3.0,7.0,15.0
175.0,7.0,6.0,3.0,7.0,15.0
176.0,7.0,6.0,3.0,7.0,16.0
177.0,7.0,6.0,3.0,7.0,16.0
178.0,7.0,6.0,3.0,7.0,16.0
179.0,7.0,6.0,3.0,8.0,17.0
180.0,7.0,6.0,3.0,8.0,17.0
181.0,7.0,6.0,3.0,8.0,17.0
182.0,7.0,6.0,3.0,8.0,17.0
183.0,7.0,6.0,3.0,8.0,17.0
184.0,7.0,6.0,3.0,8.0,17.0
185.0,7.0,6.0,3.0,8.0,17.0
186.0,7.0,6.0,3.0,8.0,17.0
187.0,7.0,6.0,3.0,8.0,18.0
188.0,7.0,6.0,3.0,8.0,18.0
189.0,7.0,6.0,3.0,8.0,18.0
190.0,7.0,6.0,3.0,8.0,18.0
191.0,7.0,5.0,3.0,8.0,19.0
192.0,7.0,5.0,3.0,8.0,19.0
193.0,7.0,5.0,3.0,8.0,19.0
194.0,7.0,5.0,3.0,8.0,19.0
195.0,7.0,5.0,3.0,8.0,19.0
196.0,7.0,5.0,3.0,8.0,19.0
197.0,7.0,5.0,3.0,8.0,20.0
198.0,7.0,5.0,3.0,8.0,20.0
199.0,7.0,5.0,3.0,8.0,20.0
200.0,7.0,5.0,3.0,8.0,20.0
201.0,7.0,5.0,3.0,8.0,20.0
202.0,7.0,5.0,3.0,8.0,20.0
203.0,7.0,5.0,3.0,8.0,20.0
204.0,7.0,5.0,3.0,8.0,20.0
205.0,7.0,6.0,3.0,8.0,20.0
206.0,7.0,6.0,3.0,8.0,20.0
207.0,7.0,6.0,3.0,8.0,20.0
208.0,7.0,6.0,3.0,8.0,20.0
209.0,8.0,6.0,3.0,8.0,20.0
210.0,8.0,6.0,3.0,8.0,20.0
211.0,8.0,6.0,3.0,8.0,20.0
212.0,8.0,6.0,3.0,8.0,20.0
213.0,8.0,6.0,3.0,8.0,20.0
214.0,8.0,6.0,3.0,8.0,20.0
215.0,8.0,6.0,3.0,8.0,20.0
216.0,8.0,6.0,3.0,8.0,20.0
217.0,8.0,6.0,3.0,8.0,20.0
218.0,8.0,6.0,3.0,8.0,20.0
219.0,8.0,6.0,3.0,8.0,20.0
220.0,8.0,6.0,3.0,8.0,20.0
221.0,8.0,6.0,3.0,8.0,21.0
222.0,8.0,6.0,3.0,8.0,21.0
223.0,8.0,6.0,3.0,8.0,21.0
224.0,8.0,6.0,3.0,8.0,21.0
225.0,8.0,6.0,3.0,8.0,21.0
226.0,8.0,6.0,3.0,8.0,21.0
227.0,8.0,6.0,3.0,8.0,21.0
228.0,8.0,6.0,3.0,8.0,21.0
229.0,8.0,6.0,3.0,8.0,21.0
230.0,8.0,6.0,3.0,8.0,21.0
231.0,8.0,6.0,3.0,8.0,21.0
232.0,8.0,6.0,3.0,8.0,21.0
233.0,8.0,6.0,3.0,8.0,21.0
234.0,8.0,6.0,3.0,8.0,21.0
235.0,8.0,6.0,3.0,8.0,21.0
236.0,8.0,6.0,3.0,8.0,21.0
237.0,8.0,6.0,3.0,8.0,21.0
238.0,8.0,6.0,3.0,8.0,21.0
239.0,8.0,6.0,3.0,8.0,21.0
240.0,8.0,6.0,3.0,8.0,22.0
241.0,8.0,6.0,3.0,8.0,22.0
242.0,8.0,6.0,3.0,8.0,23.0
243.0,8.0,6.0,3.0,8.0,23.0
244.0,8.0,6.0,3.0,8.0,23.0
245.0,8.0,6.0,3.0,8.0,23.0
246.0,8.0,6.0,3.0,8.0,23.0
247.0,8.0,6.0,3.0,8.0,23.0
248.0,8.0,6.0,3.0,8.0,23.0
249.0,8.0,6.0,3.0,8.0,23.0
250.0,8.0,6.0,3.0,8.0,23.0
251.0,8.0,6.0,3.0,8.0,23.0
252.0,8.0,6.0,3.0,8.0,23.0
253.0,8.0,6.0,3.0,8.0,23.0
254.0,8.0,6.0,3.0,8.0,24.0
255.0,8.0,6.0,3.0,8.0,24.0
256.0,8.0,6.0,3.0,8.0,24.0
257.0,8.0,6.0,3.0,8.0,24.0
258.0,8.0,6.0,3.0,8.0,24.0
259.0,8.0,6.0,3.0,8.0,24.0
260.0,8.0,6.0,3.0,8.0,24.0
261.0,8.0,6.0,3.0,8.0,24.0
262.0,8.0,6.0,3.0,8.0,24.0
263.0,8.0,6.0,3.0,8.0,24.0
264.0,8.0,6.0,3.0,8.0,25.0
265.0,8.0,6.0,3.0,8.0,25.0
266.0,8.0,6.0,3.0,8.0,25.0
267.0,8.0,6.0,3.0,8.0,25.0
268.0,8.0,6.0,3.0,8.0,25.0
269.0,8.0,6.0,3.0,8.0,25.0
270.0,8.0,6.0,3.0,7.0,25.0
271.0,8.0,7.0,3.0,7.0,25.0
272.0,8.0,7.0,3.0,7.0,25.0
273.0,8.0,7.0,3.0,7.0,25.0
274.0,8.0,6.0,3.0,7.0,25.0
275.0,8.0,6.0,3.0,7.0,26.0
276.0,8.0,6.0,3.0,7.0,27.0
277.0,8.0,6.0,3.0,7.0,27.0
278.0,8.0,6.0,3.0,7.0,27.0
279.0,8.0,6.0,3.0,7.0,27.0
280.0,8.0,6.0,3.0,7.0,27.0
281.0,8.0,6.0,3.0,7.0,27.0
282.0,8.0,6.0,3.0,7.0,27.0
283.0,8.0,6.0,3.0,7.0,27.0
284.0,8.0,6.0,3.0,6.0,27.0
285.0,8.0,6.0,3.0,6.0,27.0
286.0,8.0,6.0,3.0,6.0,27.0
287.0,8.0,6.0,3.0,6.0,27.0
288.0,8.0,6.0,3.0,6.0,27.0
289.0,8.0,6.0,3.0,6.0,27.0
290.0,8.0,6.0,3.0,6.0,27.0
291.0,8.0,6.0,3.0,6.0,27.0
292.0,8.0,6.0,3.0,6.0,27.0
293.0,8.0,6.0,3.0,6.0,27.0
294.0,8.0,6.0,3.0,6.0,26.0
295.0,8.0,6.0,4.0,6.0,27.0
296.0,8.0,6.0,4.0,6.0,27.0
297.0,8.0,6.0,4.0,6.0,27.0
298.0,8.0,6.0,4.0,6.0,28.0
299.0,8.0,6.0,4.0,6.0,28.0
300.0,8.0,6.0,4.0,6.0,28.0
301.0,8.0,6.0,4.0,6.0,28.0
302.0,8.0,6.0,4.0,6.0,28.0
303.0,8.0,6.0,4.0,6.0,28.0
304.0,8.0,6.0,4.0,6.0,29.0
305.0,8.0,6.0,4.0,6.0,29.0
306.0,8.0,6.0,4.0,6.0,28.0
307.0,8.0,6.0,4.0,6.0,28.0
308.0,8.0,6.0,4.0,6.0,28.0
309.0,8.0,6.0,4.0,6.0,28.0
310.0,8.0,5.0,4.0,6.0,28.0
311.0,8.0,5.0,4.0,6.0,28.0
312.0,8.0,6.0,4.0,6.0,28.0
313.0,8.0,6.0,4.0,6.0,29.0
314.0,8.0,6.0,4.0,6.0,29.0
315.0,8.0,6.0,4.0,6.0,29.0
316.0,8.0,6.0,4.0,6.0,29.0
317.0,8.0,6.0,4.0,6.0,29.0
318.0,8.0,6.0,4.0,6.0,29.0
319.0,8.0,6.0,4.0,6.0,30.0
320.0,8.0,6.0,4.0,6.0,31.0
321.0,8.0,6.0,4.0,6.0,31.0
322.0,8.0,6.0,4.0,6.0,31.0
323.0,8.0,6.0,4.0,6.0,31.0
324.0,8.0,6.0,4.0,6.0,32.0
325.0,8.0,6.0,4.0,6.0,32.0
326.0,8.0,6.0,4.0,6.0,32.0
327.0,8.0,6.0,4.0,6.0,32.0
328.0,8.0,6.0,4.0,6.0,32.0
329.0,8.0,6.0,4.0,6.0,33.0
330.0,8.0,6.0,4.0,6.0,33.0
331.0,8.0,6.0,4.0,6.0,32.0
332.0,8.0,6.0,4.0,6.0,32.0
333.0,8.0,6.0,4.0,6.0,32.0
334.0,8.0,6.0,4.0,6.0,32.0
335.0,8.0,6.0,4.0,6.0,32.0
336.0,8.0,6.0,4.0,6.0,32.0
337.0,8.0,6.0,4.0,6.0,32.0
338.0,8.0,6.0,4.0,6.0,32.0
339.0,8.0,6.0,4.0,6.0,32.0
340.0,8.0,6.0,4.0,6.0,32.0
341.0,8.0,6.0,4.0,6.0,32.0
342.0,8.0,6.0,4.0,6.0,32.0
343.0,8.0,6.0,4.0,6.0,32.0
344.0,8.0,6.0,5.0,6.0,32.0
345.0,8.0,6.0,5.0,6.0,32.0
346.0,8.0,6.0,5.0,6.0,32.0
347.0,8.0,6.0,5.0,6.0,32.0
348.0,8.0,6.0,5.0,6.0,32.0
349.0,8.0,6.0,5.0,6.0,32.0
350.0,8.0,6.0,5.0,6.0,32.0
351.0,8.0,6.0,5.0,6.0,32.0
