"tick","Count 1 Producers","Count 2 Internationals","Count 3 Wholesalers","Count 4 Retailers","Count 5 Consumers"
1.0,6.0,4.0,4.0,20.0,26.0
2.0,6.0,4.0,4.0,20.0,26.0
3.0,6.0,4.0,4.0,20.0,26.0
4.0,6.0,4.0,4.0,20.0,26.0
5.0,6.0,4.0,4.0,20.0,26.0
6.0,6.0,4.0,4.0,20.0,26.0
7.0,6.0,4.0,4.0,20.0,26.0
8.0,6.0,4.0,4.0,20.0,26.0
9.0,6.0,4.0,4.0,20.0,26.0
10.0,6.0,4.0,4.0,20.0,26.0
11.0,6.0,4.0,4.0,20.0,26.0
12.0,6.0,4.0,4.0,20.0,26.0
13.0,6.0,4.0,4.0,20.0,26.0
14.0,6.0,4.0,4.0,20.0,26.0
15.0,6.0,4.0,4.0,20.0,26.0
16.0,6.0,4.0,4.0,20.0,26.0
17.0,6.0,4.0,4.0,20.0,26.0
18.0,6.0,4.0,4.0,20.0,26.0
19.0,6.0,4.0,4.0,20.0,26.0
20.0,6.0,4.0,4.0,20.0,26.0
21.0,6.0,4.0,4.0,20.0,26.0
22.0,6.0,4.0,4.0,20.0,26.0
23.0,6.0,4.0,4.0,20.0,26.0
24.0,6.0,4.0,4.0,20.0,26.0
25.0,6.0,4.0,4.0,20.0,26.0
26.0,6.0,4.0,4.0,20.0,26.0
27.0,6.0,4.0,4.0,20.0,26.0
28.0,6.0,4.0,4.0,20.0,26.0
29.0,6.0,4.0,4.0,20.0,26.0
30.0,6.0,4.0,4.0,20.0,26.0
31.0,6.0,4.0,4.0,20.0,26.0
32.0,6.0,4.0,4.0,20.0,26.0
33.0,6.0,4.0,4.0,20.0,26.0
34.0,6.0,4.0,4.0,20.0,26.0
35.0,6.0,4.0,4.0,20.0,26.0
36.0,6.0,4.0,4.0,20.0,26.0
37.0,6.0,4.0,4.0,20.0,26.0
38.0,6.0,4.0,4.0,20.0,26.0
39.0,6.0,4.0,4.0,20.0,26.0
40.0,6.0,4.0,4.0,20.0,26.0
41.0,6.0,4.0,4.0,20.0,26.0
42.0,6.0,4.0,4.0,20.0,26.0
43.0,6.0,4.0,4.0,20.0,26.0
44.0,6.0,4.0,4.0,20.0,26.0
45.0,6.0,4.0,4.0,20.0,26.0
46.0,6.0,4.0,4.0,20.0,26.0
47.0,6.0,4.0,4.0,20.0,26.0
48.0,6.0,4.0,4.0,20.0,26.0
49.0,6.0,4.0,4.0,20.0,26.0
50.0,6.0,4.0,4.0,20.0,26.0
51.0,6.0,4.0,4.0,20.0,26.0
52.0,6.0,4.0,4.0,20.0,27.0
53.0,6.0,4.0,4.0,20.0,6.0
54.0,6.0,4.0,4.0,20.0,6.0
55.0,7.0,4.0,4.0,21.0,6.0
56.0,7.0,4.0,5.0,21.0,6.0
57.0,7.0,4.0,5.0,21.0,6.0
58.0,7.0,4.0,5.0,21.0,6.0
59.0,7.0,4.0,5.0,21.0,6.0
60.0,7.0,4.0,5.0,21.0,6.0
61.0,7.0,4.0,5.0,21.0,6.0
62.0,7.0,4.0,5.0,21.0,6.0
63.0,7.0,4.0,5.0,21.0,6.0
64.0,7.0,4.0,5.0,21.0,6.0
65.0,7.0,4.0,5.0,21.0,6.0
66.0,7.0,4.0,5.0,21.0,6.0
67.0,7.0,4.0,6.0,21.0,6.0
68.0,7.0,4.0,6.0,21.0,6.0
69.0,7.0,4.0,6.0,21.0,6.0
70.0,7.0,4.0,6.0,21.0,6.0
71.0,8.0,4.0,6.0,21.0,6.0
72.0,8.0,4.0,6.0,21.0,6.0
73.0,8.0,4.0,6.0,22.0,6.0
74.0,8.0,4.0,6.0,22.0,6.0
75.0,8.0,4.0,6.0,22.0,6.0
76.0,8.0,4.0,6.0,22.0,6.0
77.0,8.0,4.0,6.0,22.0,6.0
78.0,8.0,4.0,6.0,22.0,6.0
79.0,8.0,4.0,6.0,22.0,6.0
80.0,8.0,4.0,6.0,22.0,6.0
81.0,8.0,4.0,6.0,22.0,6.0
82.0,8.0,4.0,6.0,22.0,6.0
83.0,8.0,4.0,6.0,22.0,6.0
84.0,8.0,4.0,6.0,22.0,6.0
85.0,8.0,4.0,6.0,22.0,6.0
86.0,8.0,4.0,6.0,22.0,6.0
87.0,8.0,4.0,6.0,22.0,6.0
88.0,8.0,4.0,7.0,22.0,6.0
89.0,8.0,4.0,7.0,22.0,7.0
90.0,8.0,4.0,7.0,22.0,7.0
91.0,8.0,4.0,7.0,22.0,7.0
92.0,8.0,4.0,7.0,22.0,7.0
93.0,8.0,4.0,7.0,22.0,7.0
94.0,8.0,4.0,7.0,22.0,7.0
95.0,8.0,4.0,7.0,22.0,7.0
96.0,8.0,4.0,7.0,22.0,7.0
97.0,8.0,4.0,7.0,22.0,7.0
98.0,8.0,4.0,7.0,22.0,7.0
99.0,8.0,4.0,7.0,22.0,7.0
100.0,8.0,4.0,7.0,22.0,7.0
101.0,8.0,4.0,7.0,22.0,7.0
102.0,8.0,4.0,7.0,22.0,7.0
103.0,8.0,4.0,7.0,22.0,7.0
104.0,8.0,4.0,7.0,22.0,7.0
105.0,8.0,4.0,7.0,12.0,7.0
106.0,8.0,4.0,7.0,12.0,7.0
107.0,8.0,4.0,8.0,12.0,7.0
108.0,8.0,4.0,8.0,12.0,7.0
109.0,8.0,4.0,8.0,12.0,7.0
110.0,8.0,4.0,8.0,12.0,7.0
111.0,8.0,4.0,8.0,12.0,7.0
112.0,8.0,4.0,8.0,12.0,7.0
113.0,8.0,4.0,8.0,12.0,7.0
114.0,8.0,4.0,8.0,12.0,7.0
115.0,8.0,4.0,8.0,12.0,7.0
116.0,8.0,4.0,8.0,12.0,7.0
117.0,8.0,4.0,8.0,12.0,7.0
118.0,8.0,4.0,8.0,11.0,7.0
119.0,8.0,4.0,8.0,11.0,7.0
120.0,8.0,4.0,8.0,11.0,7.0
121.0,8.0,4.0,8.0,9.0,7.0
122.0,8.0,4.0,8.0,9.0,7.0
123.0,8.0,4.0,8.0,9.0,7.0
124.0,8.0,4.0,8.0,9.0,7.0
125.0,8.0,4.0,8.0,9.0,7.0
126.0,8.0,4.0,8.0,9.0,7.0
127.0,8.0,4.0,8.0,9.0,8.0
128.0,8.0,4.0,8.0,8.0,8.0
129.0,8.0,4.0,8.0,8.0,8.0
130.0,8.0,4.0,8.0,8.0,9.0
131.0,8.0,4.0,8.0,8.0,9.0
132.0,8.0,4.0,8.0,8.0,9.0
133.0,8.0,4.0,8.0,8.0,9.0
134.0,8.0,4.0,8.0,8.0,10.0
135.0,8.0,4.0,8.0,8.0,10.0
136.0,8.0,4.0,8.0,8.0,10.0
137.0,8.0,4.0,8.0,9.0,10.0
138.0,8.0,4.0,8.0,9.0,10.0
139.0,8.0,4.0,8.0,9.0,10.0
140.0,8.0,4.0,7.0,9.0,10.0
141.0,8.0,4.0,7.0,9.0,9.0
142.0,8.0,4.0,7.0,9.0,9.0
143.0,8.0,4.0,7.0,9.0,9.0
144.0,8.0,4.0,7.0,9.0,9.0
145.0,8.0,4.0,7.0,9.0,9.0
146.0,8.0,3.0,7.0,9.0,10.0
147.0,8.0,3.0,7.0,9.0,10.0
148.0,8.0,3.0,7.0,9.0,10.0
149.0,8.0,3.0,7.0,9.0,10.0
150.0,8.0,4.0,7.0,9.0,10.0
151.0,8.0,4.0,7.0,9.0,10.0
152.0,8.0,4.0,7.0,9.0,10.0
153.0,8.0,4.0,7.0,9.0,10.0
154.0,8.0,4.0,7.0,9.0,10.0
155.0,8.0,4.0,7.0,9.0,10.0
156.0,8.0,4.0,7.0,9.0,10.0
157.0,8.0,4.0,7.0,9.0,10.0
158.0,8.0,4.0,7.0,9.0,10.0
159.0,8.0,4.0,7.0,9.0,10.0
160.0,8.0,4.0,7.0,8.0,10.0
161.0,8.0,4.0,6.0,8.0,10.0
162.0,8.0,4.0,6.0,8.0,10.0
163.0,8.0,4.0,6.0,8.0,10.0
164.0,8.0,4.0,6.0,8.0,10.0
165.0,8.0,4.0,6.0,8.0,11.0
166.0,8.0,4.0,6.0,8.0,11.0
167.0,8.0,4.0,6.0,8.0,11.0
168.0,8.0,4.0,6.0,8.0,11.0
169.0,8.0,4.0,6.0,8.0,11.0
170.0,8.0,4.0,6.0,8.0,11.0
171.0,8.0,4.0,6.0,8.0,11.0
172.0,8.0,4.0,5.0,8.0,11.0
173.0,8.0,4.0,5.0,8.0,11.0
174.0,8.0,4.0,5.0,8.0,11.0
175.0,8.0,4.0,5.0,8.0,11.0
176.0,7.0,4.0,5.0,8.0,11.0
177.0,7.0,4.0,5.0,8.0,11.0
178.0,7.0,4.0,5.0,8.0,11.0
179.0,7.0,4.0,5.0,8.0,11.0
180.0,6.0,4.0,5.0,8.0,12.0
181.0,6.0,4.0,5.0,8.0,12.0
182.0,6.0,4.0,5.0,8.0,12.0
183.0,6.0,4.0,6.0,8.0,12.0
184.0,6.0,4.0,6.0,8.0,13.0
185.0,6.0,4.0,6.0,8.0,13.0
186.0,6.0,4.0,6.0,8.0,13.0
187.0,6.0,4.0,6.0,8.0,13.0
188.0,5.0,4.0,6.0,8.0,13.0
189.0,5.0,4.0,6.0,8.0,13.0
190.0,6.0,4.0,6.0,8.0,13.0
191.0,6.0,4.0,6.0,8.0,13.0
192.0,6.0,4.0,6.0,8.0,13.0
193.0,6.0,4.0,5.0,8.0,13.0
194.0,6.0,4.0,5.0,8.0,13.0
195.0,6.0,4.0,5.0,8.0,13.0
196.0,6.0,4.0,5.0,8.0,13.0
197.0,6.0,4.0,5.0,8.0,13.0
198.0,7.0,4.0,5.0,8.0,14.0
199.0,7.0,4.0,5.0,8.0,14.0
200.0,7.0,4.0,5.0,8.0,14.0
201.0,7.0,4.0,5.0,8.0,14.0
202.0,7.0,4.0,5.0,8.0,14.0
203.0,7.0,4.0,5.0,8.0,14.0
204.0,7.0,4.0,5.0,8.0,14.0
205.0,7.0,4.0,5.0,8.0,14.0
206.0,7.0,4.0,5.0,8.0,14.0
207.0,7.0,4.0,5.0,8.0,14.0
208.0,7.0,4.0,5.0,8.0,14.0
209.0,7.0,4.0,5.0,8.0,14.0
210.0,7.0,4.0,5.0,8.0,14.0
211.0,7.0,4.0,5.0,8.0,14.0
212.0,7.0,4.0,4.0,8.0,14.0
213.0,7.0,4.0,4.0,8.0,14.0
214.0,7.0,4.0,4.0,8.0,14.0
215.0,7.0,4.0,4.0,8.0,14.0
216.0,7.0,4.0,4.0,8.0,14.0
217.0,7.0,4.0,4.0,8.0,14.0
218.0,7.0,4.0,4.0,8.0,14.0
219.0,7.0,4.0,4.0,8.0,14.0
220.0,7.0,4.0,4.0,8.0,14.0
221.0,7.0,4.0,4.0,8.0,14.0
222.0,7.0,4.0,4.0,8.0,14.0
223.0,7.0,4.0,4.0,8.0,14.0
224.0,7.0,4.0,4.0,8.0,14.0
225.0,7.0,4.0,4.0,8.0,14.0
226.0,7.0,4.0,4.0,8.0,14.0
227.0,8.0,4.0,4.0,8.0,14.0
228.0,8.0,4.0,4.0,8.0,14.0
229.0,8.0,4.0,4.0,8.0,14.0
230.0,8.0,5.0,4.0,8.0,14.0
231.0,8.0,5.0,4.0,8.0,14.0
232.0,8.0,5.0,4.0,8.0,14.0
233.0,8.0,5.0,4.0,8.0,14.0
234.0,8.0,5.0,4.0,8.0,14.0
235.0,8.0,5.0,4.0,8.0,15.0
236.0,8.0,5.0,4.0,8.0,15.0
237.0,8.0,5.0,4.0,8.0,16.0
238.0,8.0,5.0,4.0,8.0,16.0
239.0,8.0,5.0,4.0,8.0,16.0
240.0,8.0,5.0,4.0,8.0,16.0
241.0,8.0,5.0,4.0,8.0,16.0
242.0,8.0,5.0,4.0,7.0,16.0
243.0,8.0,5.0,4.0,7.0,16.0
244.0,8.0,5.0,4.0,7.0,16.0
245.0,8.0,5.0,4.0,7.0,16.0
246.0,8.0,6.0,4.0,7.0,16.0
247.0,8.0,6.0,4.0,7.0,17.0
248.0,8.0,6.0,4.0,8.0,17.0
249.0,8.0,6.0,4.0,8.0,17.0
250.0,8.0,6.0,4.0,9.0,17.0
251.0,8.0,6.0,4.0,9.0,17.0
252.0,8.0,6.0,4.0,9.0,17.0
253.0,8.0,6.0,4.0,9.0,17.0
254.0,8.0,6.0,4.0,9.0,17.0
255.0,8.0,5.0,5.0,9.0,17.0
256.0,8.0,5.0,5.0,9.0,17.0
257.0,8.0,5.0,5.0,9.0,17.0
258.0,8.0,5.0,5.0,9.0,17.0
259.0,8.0,5.0,5.0,9.0,17.0
260.0,8.0,5.0,5.0,9.0,17.0
261.0,8.0,5.0,5.0,9.0,17.0
262.0,8.0,5.0,5.0,9.0,17.0
263.0,8.0,5.0,5.0,9.0,18.0
264.0,8.0,5.0,5.0,9.0,18.0
265.0,8.0,5.0,5.0,9.0,18.0
266.0,8.0,5.0,5.0,9.0,18.0
267.0,8.0,5.0,5.0,9.0,18.0
268.0,8.0,5.0,5.0,9.0,18.0
269.0,8.0,5.0,5.0,9.0,18.0
270.0,8.0,5.0,5.0,9.0,18.0
271.0,8.0,5.0,5.0,9.0,18.0
272.0,8.0,5.0,5.0,9.0,18.0
273.0,8.0,5.0,5.0,9.0,18.0
274.0,8.0,5.0,5.0,9.0,19.0
275.0,8.0,5.0,5.0,9.0,19.0
276.0,8.0,5.0,5.0,9.0,19.0
277.0,8.0,5.0,5.0,9.0,19.0
278.0,8.0,5.0,5.0,9.0,19.0
279.0,8.0,5.0,5.0,9.0,19.0
280.0,8.0,5.0,5.0,9.0,19.0
281.0,8.0,5.0,5.0,9.0,19.0
282.0,8.0,5.0,5.0,9.0,19.0
283.0,8.0,5.0,5.0,9.0,19.0
284.0,8.0,5.0,5.0,9.0,19.0
285.0,8.0,5.0,5.0,9.0,19.0
286.0,8.0,5.0,5.0,9.0,19.0
287.0,8.0,5.0,5.0,9.0,19.0
288.0,8.0,5.0,6.0,9.0,19.0
289.0,8.0,5.0,6.0,9.0,19.0
290.0,8.0,5.0,6.0,9.0,19.0
291.0,8.0,5.0,6.0,10.0,20.0
292.0,8.0,5.0,6.0,10.0,20.0
293.0,8.0,5.0,6.0,10.0,20.0
294.0,8.0,5.0,6.0,10.0,20.0
295.0,8.0,5.0,6.0,10.0,20.0
296.0,8.0,5.0,6.0,10.0,20.0
297.0,8.0,5.0,6.0,10.0,20.0
298.0,8.0,5.0,6.0,10.0,20.0
299.0,8.0,5.0,6.0,10.0,20.0
300.0,8.0,5.0,6.0,10.0,20.0
301.0,8.0,5.0,6.0,10.0,20.0
302.0,8.0,5.0,6.0,10.0,20.0
303.0,8.0,5.0,6.0,10.0,20.0
304.0,8.0,5.0,6.0,9.0,20.0
305.0,8.0,5.0,6.0,9.0,20.0
306.0,8.0,5.0,6.0,9.0,21.0
307.0,8.0,5.0,6.0,9.0,21.0
308.0,8.0,5.0,6.0,9.0,21.0
309.0,8.0,5.0,6.0,9.0,21.0
310.0,8.0,5.0,6.0,9.0,21.0
311.0,8.0,5.0,6.0,9.0,21.0
312.0,8.0,5.0,6.0,9.0,21.0
313.0,8.0,5.0,6.0,9.0,21.0
314.0,8.0,5.0,6.0,10.0,21.0
315.0,8.0,5.0,6.0,10.0,21.0
316.0,8.0,5.0,6.0,10.0,21.0
317.0,8.0,5.0,6.0,10.0,21.0
318.0,8.0,5.0,6.0,10.0,21.0
319.0,8.0,5.0,6.0,10.0,21.0
320.0,8.0,6.0,6.0,10.0,21.0
321.0,8.0,6.0,5.0,10.0,21.0
322.0,8.0,6.0,5.0,10.0,21.0
323.0,8.0,6.0,5.0,10.0,22.0
324.0,8.0,6.0,5.0,10.0,22.0
325.0,8.0,6.0,5.0,10.0,22.0
326.0,8.0,6.0,5.0,10.0,22.0
327.0,8.0,6.0,5.0,10.0,22.0
328.0,8.0,6.0,5.0,10.0,22.0
329.0,8.0,6.0,5.0,10.0,23.0
330.0,8.0,6.0,5.0,10.0,22.0
331.0,8.0,6.0,5.0,10.0,23.0
332.0,8.0,6.0,5.0,10.0,23.0
333.0,8.0,6.0,5.0,10.0,23.0
334.0,8.0,6.0,5.0,10.0,23.0
335.0,8.0,5.0,5.0,10.0,23.0
336.0,8.0,5.0,5.0,10.0,23.0
337.0,8.0,5.0,5.0,10.0,23.0
338.0,8.0,5.0,5.0,10.0,23.0
339.0,8.0,5.0,5.0,10.0,23.0
340.0,8.0,5.0,5.0,10.0,23.0
341.0,8.0,5.0,5.0,10.0,24.0
342.0,8.0,5.0,5.0,10.0,24.0
343.0,8.0,5.0,5.0,10.0,24.0
344.0,8.0,5.0,5.0,10.0,24.0
345.0,8.0,5.0,5.0,10.0,25.0
346.0,8.0,5.0,5.0,10.0,25.0
347.0,8.0,5.0,5.0,10.0,25.0
348.0,8.0,5.0,5.0,10.0,25.0
349.0,8.0,5.0,5.0,10.0,25.0
350.0,8.0,5.0,5.0,10.0,25.0
351.0,8.0,5.0,5.0,10.0,25.0
