"tick","Id","LocationX","LocationY","Money"
1.0,47,47,43,0.0
1.0,31,69,38,5588.137527506491
1.0,12,59,30,5588.001192330466
1.0,58,70,19,0.0
1.0,32,69,35,0.0
1.0,62,83,22,0.0
1.0,63,91,19,0.0
1.0,15,60,35,0.0
1.0,54,55,45,0.0
1.0,39,69,29,5587.988649891103
1.0,17,43,5,23450.30225945097
1.0,19,51,5,5588.082731739022
1.0,30,69,36,5587.9752390807025
1.0,53,55,44,5588.067539974768
1.0,45,81,6,0.0
1.0,55,58,45,0.0
1.0,57,70,17,5588.026963364817
1.0,8,25,19,39914.48031988088
1.0,24,76,18,0.0
1.0,11,55,34,23449.573477851394
1.0,27,78,25,5588.058454416106
1.0,43,74,6,5588.1335933432165
1.0,51,88,33,0.0
1.0,9,25,28,39915.089474900626
1.0,14,62,34,0.0
1.0,1,12,18,498.9254111598537
1.0,40,69,31,0.0
1.0,7,25,27,39914.69649769226
1.0,34,58,21,5588.149961291077
1.0,41,72,24,0.0
1.0,2,12,21,498.9323269233981
1.0,42,75,4,5588.114983823001
1.0,56,70,17,5588.187647277015
1.0,6,25,29,39914.521606074646
1.0,25,78,15,0.0
1.0,52,56,41,5588.0327596769575
1.0,0,12,30,498.93247243989606
1.0,36,61,25,0.0
1.0,18,51,9,5588.2360832017475
1.0,29,77,25,0.0
1.0,13,61,30,5587.999458365403
1.0,60,82,43,0.0
1.0,4,12,12,498.94781938862286
1.0,33,68,39,0.0
1.0,21,50,2,0.0
1.0,35,62,19,5588.049464713549
1.0,38,68,27,5588.198402744662
1.0,50,82,29,0.0
1.0,3,12,14,498.9477901437029
1.0,37,55,19,0.0
1.0,16,43,13,23450.442655729865
1.0,48,85,34,5588.083413034733
1.0,20,55,7,0.0
1.0,49,86,33,5587.988454288849
1.0,61,78,39,0.0
1.0,22,78,18,5588.214879691713
1.0,5,12,32,498.9420261235151
1.0,26,80,26,5587.983453108771
1.0,28,78,22,0.0
1.0,10,55,31,23449.965547446183
1.0,46,52,44,0.0
1.0,44,75,10,0.0
1.0,23,78,17,5588.197830340117
1.0,59,71,19,0.0
2.0,47,47,43,0.0
2.0,31,69,38,5576.275055012982
2.0,12,59,30,5576.002384660933
2.0,58,70,19,0.0
2.0,32,69,35,0.0
2.0,62,83,22,0.0
