"tick","Money avg. 1 Producers","Money avg. 2 Internationals","Money avg. 3 Wholesalers","Money avg. 4 Retailers","Money avg. 5 Consumers"
1.0,498.9376870856426,39914.77471951861,23449.830492878405,5588.08979111328,153.29696027860047
2.0,497.8753741712853,39829.54943903722,23399.66098575681,5576.1795822265585,306.59392055720093
3.0,496.8130612569279,39744.32415855583,23349.49147863522,5564.269373339839,459.8908808358013
4.0,495.7507483425705,39659.09887807444,23299.321971513626,5552.359164453117,613.1878411144019
5.0,494.68843542821315,39573.87359759305,23249.15246439203,5540.448955566397,766.4848013930023
6.0,493.62612251385576,39488.648317111656,23198.98295727044,5528.661178551779,919.7817616716026
7.0,492.56380959949837,39403.423036630265,23148.813450148846,5516.87340153716,1073.078721950203
8.0,491.501496685141,39318.197756148875,23098.64394302725,5517.328811732754,1214.1324950185915
9.0,490.4391837707837,39232.972475667484,23048.474435905657,5505.541034718135,1367.429455297192
10.0,489.37687085642625,39147.74719518609,22999.70019907293,5493.753257703517,1520.7264155757923
11.0,488.3145579420689,39062.5219147047,22950.925962240195,5481.9654806888975,1674.023375854393
12.0,487.2522450277115,38977.29663422331,23041.678754293836,5377.159684416702,1827.3203361329934
13.0,486.18993211335413,38892.07135374192,22992.904517461106,5364.487245851651,1980.617296411594
14.0,485.12761919899674,38806.84607326053,22944.84376653031,5351.8148072866015,2133.9142566901946
15.0,484.0653062846394,38721.62079277914,22896.783015599518,5361.972860737088,2264.847391619925
16.0,483.00299337028207,38637.81728425226,22920.070854862242,5302.201362043025,2418.1443518985257
17.0,481.9406804559247,38554.01377572538,22872.010103931447,5336.230360201556,2524.77464551046
18.0,480.8783675415673,38612.38746264973,22681.772157549432,5323.59269169342,2678.0716057890604
19.0,479.8160546272099,38528.58395412285,22629.534951502257,5325.00616024331,2817.8841695842216
20.0,478.75374171285256,38444.78044559597,22578.503431917787,5313.353227193526,2971.1811298628218
21.0,477.69142879849517,38362.21331137174,22528.089635110377,5358.374351602424,3067.80403268274
22.0,476.62911588413783,38279.646177147515,22599.05338431095,5308.141809415402,3179.301504584868
23.0,475.56680296978044,38320.71647318837,22488.847364754314,5254.34964949935,3332.5984648634685
24.0,474.50449005542305,38238.14933896414,22558.209608856705,5160.358360899742,3485.8954251420687
25.0,473.450510474399,38155.58220473991,22636.46224125063,5062.02457908482,3639.1923854206693
26.0,472.396530893375,38073.015070515685,22588.311866355787,5048.336392729518,3792.48934569927
27.0,472.1613013123509,37989.19793629146,22922.395653090658,4780.014037918483,3945.7863059778706
28.0,471.06388423132694,37906.430802067225,22874.245278195816,4901.672674969172,3960.9856472312254
29.0,469.93048948350724,37823.663667843,22827.20910160924,4904.094289402185,4095.422011102257
30.0,468.755174060365,37740.89653361877,22780.17292502267,4897.854958084716,4239.040504873142
31.0,467.533873609307,37658.129399394544,22844.556579262804,4808.466157323798,4392.337465151742
32.0,466.288264500012,37575.36226517031,22797.52040267623,4844.5906217638785,4493.516010493067
33.0,464.9950925948337,37492.59513094609,22750.484226089655,4911.514266747799,4565.924542564433
34.0,465.98130015460913,37406.28704684011,22703.448049503084,4897.658835660433,4719.221502843034
35.0,464.5394669485592,37322.9533606348,22656.41187291651,5087.771322628377,4669.601735733444
36.0,463.0139067425971,37239.6196744295,22609.37569632994,5086.178870913491,4811.963482417215
37.0,463.529122098039,37153.05679448829,22562.33951974336,5178.770272315781,4860.141375983811
38.0,461.81422172079846,37070.28966026406,22515.30334315679,5193.993451392455,4985.780825209355
39.0,460.02657780684183,36987.52252603984,22468.267166570215,5182.411897544273,5139.077785487956
40.0,461.64005851303324,37007.86208203679,22312.90869210128,5180.163677029424,5283.041412433222
41.0,462.0792476653869,36920.66814721247,22262.690548014412,5253.859936001309,5351.060559891759
42.0,463.06878492331333,36831.96768011653,22212.472403927542,5242.278382153127,5504.357520170359
43.0,462.6190353742661,36746.38262530634,22163.460688265615,5230.696828304946,5657.6544804489595
44.0,463.7796848229325,36657.80266439406,22114.448972603685,5219.115274456764,5810.95144072756
