"tick","Money avg. 1 Producers","Money avg. 2 Internationals","Money avg. 3 Wholesalers","Money avg. 4 Retailers","Money avg. 5 Consumers"
1.0,498.93768708564266,39914.77471951861,23449.830492878405,5588.08979111328,153.29696027860047
2.0,497.8753741712853,39829.54943903722,23399.66098575681,5576.1795822265585,306.59392055720093
3.0,496.8130612569279,39744.32415855583,23349.49147863522,5564.269373339838,459.8908808358014
4.0,495.7507483425705,39659.09887807444,23299.321971513626,5552.359164453118,613.1878411144019
5.0,494.68843542821315,39573.87359759305,23249.15246439203,5540.822288899731,766.4848013930023
6.0,493.62612251385576,39488.648317111656,23198.98295727044,5529.285413346343,919.7817616716028
7.0,492.56380959949837,39403.423036630265,23148.813450148846,5555.081871126289,1035.74538861687
8.0,491.501496685141,39318.197756148875,23098.64394302725,5543.544995572902,1189.0423488954702
9.0,490.4391837707837,39232.972475667484,23050.628602572324,5532.0081200195145,1342.3393091740706
10.0,489.37687085642625,39147.74719518609,23003.016208747445,5520.471244466127,1495.636269452671
11.0,488.31455794206886,39062.5219147047,23190.403814922563,5352.267702246073,1648.9332297312715
12.0,487.2522450277115,38977.29663422331,23203.233415604467,5299.28524955408,1802.2301900098723
13.0,486.1899321133542,38895.07135374192,23155.621021779585,5286.872740125159,1955.5271502884727
14.0,485.12761919899674,38812.84607326053,23108.008627954703,5346.3477172686125,2037.2488573087396
15.0,484.0653062846394,39030.62079277914,22760.396234129825,5409.955086832398,2115.007129429061
16.0,483.00299337028207,38948.39551229775,22705.26735593825,5429.421699220971,2237.0807583036085
17.0,481.9656804559246,38866.17023181636,22651.467979897905,5434.735487328424,2373.4819665436676
18.0,480.92836754156735,38783.94495133497,22729.477726082623,5354.212439078127,2509.318968920845
19.0,482.34730462720995,38697.96967085358,22813.424622636332,5270.914237282839,2645.140420760178
20.0,481.1796792128526,38615.14439037218,22998.679629633796,5102.443746315676,2798.4373810387788
21.0,479.9058854230988,38533.31910989079,23209.795995282693,4963.236390814122,2904.6153742001516
22.0,478.5096587118059,38451.4938294094,23224.424498593482,4954.897488842364,3009.6851971386036
23.0,476.9996814311913,38469.668548928006,23141.31165613296,4978.175605546007,3081.9730014146794
24.0,475.36382869598384,38387.84326844662,23090.64066401525,5046.31386704949,3152.821219008246
