"tick","Id","LocationX","LocationY","Money","Connected"
1.0,19,53,37,75.80031242221594,"true"
1.0,24,41,12,5587.990936210994,"false"
1.0,8,17,24,39915.0545027894,"false"
1.0,23,53,21,232.2397283911705,"true"
1.0,7,17,9,39914.31291218195,"false"
1.0,0,5,33,498.93522658240397,"false"
1.0,1,5,11,498.9382880115183,"false"
1.0,5,5,43,498.9492845809029,"false"
1.0,3,5,14,498.9467460887972,"false"
1.0,6,17,32,39915.32078057015,"false"
1.0,11,29,45,23450.14605639226,"false"
1.0,16,41,2,5588.043691326836,"false"
1.0,17,53,2,85.53971481323242,"true"
1.0,21,53,28,63.11741903424263,"true"
1.0,9,17,18,39914.410682532936,"false"
1.0,22,41,22,5588.065408767387,"false"
1.0,13,53,45,249.74897505640982,"true"
1.0,15,29,1,23449.787301572815,"false"
1.0,25,53,14,213.3356119543314,"true"
1.0,10,29,43,23449.768918844544,"false"
1.0,4,5,21,498.9274258133315,"false"
1.0,18,41,35,5588.011489509139,"false"
1.0,14,29,5,23449.619694704008,"false"
1.0,12,41,41,5588.1989131607115,"false"
1.0,20,41,29,5588.228307704609,"false"
1.0,2,5,8,498.92915143690186,"false"
2.0,19,53,37,151.60062484443188,"true"
2.0,24,41,12,5575.981872421988,"false"
2.0,8,17,24,39830.10900557879,"false"
2.0,23,53,21,464.479456782341,"true"
2.0,7,17,9,39828.6258243639,"false"
2.0,0,5,33,497.87045316480794,"false"
2.0,1,5,11,497.8765760230366,"false"
2.0,5,5,43,497.89856916180577,"false"
2.0,3,5,14,497.89349217759445,"false"
2.0,6,17,32,39830.641561140306,"false"
2.0,11,29,45,23400.29211278452,"false"
2.0,16,41,2,5576.087382653672,"false"
2.0,17,53,2,171.07942962646484,"true"
2.0,21,53,28,126.23483806848526,"true"
2.0,9,17,18,39828.82136506587,"false"
2.0,22,41,22,5576.130817534775,"false"
2.0,13,53,45,499.49795011281964,"true"
2.0,15,29,1,23399.57460314563,"false"
2.0,25,53,14,426.6712239086628,"true"
2.0,10,29,43,23399.537837689088,"false"
2.0,4,5,21,497.85485162666305,"false"
2.0,18,41,35,5576.022979018278,"false"
2.0,14,29,5,23399.239389408016,"false"
2.0,12,41,41,5576.397826321423,"false"
2.0,20,41,29,5576.456615409217,"false"
2.0,2,5,8,497.8583028738037,"false"
3.0,19,53,37,227.40093726664782,"true"
3.0,24,41,12,5563.9728086329815,"false"
3.0,8,17,24,39745.16350836819,"false"
3.0,23,53,21,696.7191851735115,"true"
3.0,7,17,9,39742.93873654585,"false"
3.0,0,5,33,496.8056797472119,"false"
3.0,1,5,11,496.8148640345549,"false"
3.0,5,5,43,496.84785374270865,"false"
3.0,3,5,14,496.8402382663917,"false"
3.0,6,17,32,39745.96234171046,"false"
3.0,11,29,45,23350.438169176778,"false"
3.0,16,41,2,5564.131073980508,"false"
3.0,17,53,2,256.61914443969727,"true"
3.0,21,53,28,189.3522571027279,"true"
3.0,9,17,18,39743.23204759881,"false"
3.0,22,41,22,5564.196226302162,"false"
3.0,13,53,45,749.2469251692295,"true"
3.0,15,29,1,23349.361904718444,"false"
3.0,25,53,14,640.0068358629942,"true"
3.0,10,29,43,23349.30675653363,"false"
3.0,4,5,21,496.7822774399946,"false"
3.0,18,41,35,5564.034468527418,"false"
3.0,14,29,5,23348.859084112024,"false"
3.0,12,41,41,5564.596739482135,"false"
3.0,20,41,29,5564.684923113826,"false"
3.0,2,5,8,496.7874543107056,"false"
4.0,19,53,37,303.20124968886375,"true"
4.0,24,41,12,5551.963744843975,"false"
4.0,8,17,24,39660.21801115759,"false"
4.0,23,53,21,928.958913564682,"true"
4.0,7,17,9,39657.251648727804,"false"
4.0,0,5,33,495.7409063296159,"false"
4.0,1,5,11,495.7531520460732,"false"
