"tick","Id","LocationX","LocationY","Money","Connected"
1.0,10,29,43,23449.768918844544,"false"
1.0,1,5,18,498.9382880115183,"false"
1.0,12,41,47,5588.1989131607115,"false"
1.0,17,53,4,85.53971481323242,"true"
1.0,6,17,38,39915.32078057015,"false"
1.0,16,41,6,5588.043691326836,"false"
1.0,8,17,20,39915.0545027894,"false"
1.0,14,29,4,23449.619694704008,"false"
1.0,5,5,27,498.9492845809029,"false"
1.0,25,53,11,213.3356119543314,"true"
1.0,0,5,45,498.93522658240397,"false"
1.0,11,29,47,23450.14605639226,"false"
1.0,21,53,25,63.11741903424263,"true"
1.0,18,41,33,5588.011489509139,"false"
1.0,15,29,2,23449.787301572815,"false"
1.0,2,5,10,498.92915143690186,"false"
1.0,19,53,34,75.80031242221594,"true"
1.0,20,41,27,5588.228307704609,"false"
1.0,13,53,46,249.74897505640982,"true"
1.0,4,5,15,498.9274258133315,"false"
1.0,3,5,13,498.9467460887972,"false"
1.0,22,41,20,5588.065408767387,"false"
1.0,24,41,15,5587.990936210994,"false"
1.0,7,17,21,39914.31291218195,"false"
1.0,23,53,20,232.2397283911705,"true"
1.0,9,17,30,39914.410682532936,"false"
2.0,10,29,43,23399.537837689088,"false"
2.0,1,5,18,497.8765760230366,"false"
2.0,12,41,47,5576.397826321423,"false"
2.0,17,53,4,171.07942962646484,"true"
2.0,6,17,38,39830.641561140306,"false"
2.0,16,41,6,5576.087382653672,"false"
2.0,8,17,20,39830.10900557879,"false"
2.0,14,29,4,23399.239389408016,"false"
2.0,5,5,27,497.89856916180577,"false"
2.0,25,53,11,426.6712239086628,"true"
2.0,0,5,45,497.87045316480794,"false"
2.0,11,29,47,23400.29211278452,"false"
2.0,21,53,25,126.23483806848526,"true"
2.0,18,41,33,5576.022979018278,"false"
2.0,15,29,2,23399.57460314563,"false"
2.0,2,5,10,497.8583028738037,"false"
2.0,19,53,34,151.60062484443188,"true"
2.0,20,41,27,5576.456615409217,"false"
2.0,13,53,46,499.49795011281964,"true"
2.0,4,5,15,497.85485162666305,"false"
2.0,3,5,13,497.89349217759445,"false"
2.0,22,41,20,5576.130817534775,"false"
2.0,24,41,15,5575.981872421988,"false"
2.0,7,17,21,39828.6258243639,"false"
2.0,23,53,20,464.479456782341,"true"
2.0,9,17,30,39828.82136506587,"false"
3.0,10,29,43,23349.30675653363,"false"
3.0,1,5,18,496.8148640345549,"false"
3.0,12,41,47,5564.596739482135,"false"
3.0,17,53,4,256.61914443969727,"true"
3.0,6,17,38,39745.96234171046,"false"
3.0,16,41,6,5564.131073980508,"false"
3.0,8,17,20,39745.16350836819,"false"
3.0,14,29,4,23348.859084112024,"false"
3.0,5,5,27,496.84785374270865,"false"
3.0,25,53,11,640.0068358629942,"true"
3.0,0,5,45,496.8056797472119,"false"
3.0,11,29,47,23350.438169176778,"false"
3.0,21,53,25,189.3522571027279,"true"
3.0,18,41,33,5564.034468527418,"false"
3.0,15,29,2,23349.361904718444,"false"
3.0,2,5,10,496.7874543107056,"false"
3.0,19,53,34,227.40093726664782,"true"
3.0,20,41,27,5564.684923113826,"false"
3.0,13,53,46,749.2469251692295,"true"
3.0,4,5,15,496.7822774399946,"false"
3.0,3,5,13,496.8402382663917,"false"
3.0,22,41,20,5564.196226302162,"false"
3.0,24,41,15,5563.9728086329815,"false"
3.0,7,17,21,39742.93873654585,"false"
3.0,23,53,20,696.7191851735115,"true"
3.0,9,17,30,39743.23204759881,"false"
4.0,10,29,43,23299.075675378175,"false"
4.0,1,5,18,495.7531520460732,"false"
4.0,12,41,47,5552.795652642846,"false"
4.0,17,53,4,342.1588592529297,"true"
4.0,6,17,38,39661.28312228061,"false"
4.0,16,41,6,5552.1747653073435,"false"
4.0,8,17,20,39660.21801115759,"false"
4.0,14,29,4,23298.478778816032,"false"
4.0,5,5,27,495.79713832361153,"false"
4.0,25,53,11,853.3424478173256,"true"
4.0,0,5,45,495.7409063296159,"false"
4.0,11,29,47,23300.584225569037,"false"
4.0,21,53,25,252.46967613697052,"true"
4.0,18,41,33,5552.045958036557,"false"
4.0,15,29,2,23299.14920629126,"false"
4.0,2,5,10,495.71660574760745,"false"
4.0,19,53,34,303.20124968886375,"true"
4.0,20,41,27,5552.913230818434,"false"
4.0,13,53,46,998.9959002256393,"true"
4.0,4,5,15,495.7097032533261,"false"
4.0,3,5,13,495.7869843551889,"false"
4.0,22,41,20,5552.26163506955,"false"
4.0,24,41,15,5551.963744843975,"false"
4.0,7,17,21,39657.251648727804,"false"
4.0,23,53,20,928.958913564682,"true"
4.0,9,17,30,39657.642730131745,"false"
5.0,10,29,43,23248.84459422272,"false"
5.0,1,5,18,494.6914400575915,"false"
5.0,12,41,47,5541.554565803558,"false"
5.0,17,53,4,427.6985740661621,"true"
5.0,6,17,38,39576.603902850766,"false"
5.0,16,41,6,5540.218456634179,"false"
5.0,8,17,20,39575.272513946984,"false"
5.0,14,29,4,23248.09847352004,"false"
5.0,5,5,27,494.7464229045144,"false"
5.0,25,53,11,1066.678059771657,"true"
5.0,0,5,45,494.67613291201985,"false"
5.0,11,29,47,23250.730281961296,"false"
5.0,21,53,25,315.58709517121315,"true"
5.0,18,41,33,5540.057447545696,"true"
5.0,15,29,2,23248.936507864073,"false"
5.0,2,5,10,494.6457571845093,"false"
5.0,19,53,34,379.0015621110797,"true"
5.0,20,41,27,5541.701538523043,"true"
5.0,13,53,46,1248.7448752820492,"true"
5.0,4,5,15,494.6371290666576,"false"
5.0,3,5,13,494.73373044398613,"false"
5.0,22,41,20,5540.887043836937,"true"
5.0,24,41,15,5540.514681054969,"true"
5.0,7,17,21,39571.564560909756,"false"
5.0,23,53,20,1161.1986419558525,"true"
5.0,9,17,30,39572.05341266468,"false"
6.0,10,29,43,23198.613513067263,"false"
6.0,1,5,18,493.6297280691098,"false"
6.0,12,41,47,5530.31347896427,"false"
6.0,17,53,4,513.2382888793945,"true"
6.0,6,17,38,39491.92468342092,"false"
6.0,16,41,6,5528.262147961015,"false"
