"tick","Id","LocationX","LocationY","Money","Connected"
1.0,3,5,16,498.9467460887972,"false"
1.0,21,53,26,63.11741903424263,"true"
1.0,13,53,43,249.74897505640982,"true"
1.0,25,53,10,213.3356119543314,"true"
1.0,5,5,37,498.9492845809029,"false"
1.0,19,53,35,75.80031242221594,"true"
1.0,8,17,8,39915.0545027894,"false"
1.0,16,41,7,5588.043691326836,"false"
1.0,11,29,43,23450.14605639226,"false"
1.0,9,17,37,39914.410682532936,"false"
1.0,2,5,41,498.92915143690186,"false"
1.0,15,29,2,23449.787301572815,"false"
1.0,12,41,45,5588.1989131607115,"false"
1.0,20,41,31,5588.228307704609,"false"
1.0,17,53,3,85.53971481323242,"true"
1.0,14,29,6,23449.619694704008,"false"
1.0,24,41,10,5587.990936210994,"false"
1.0,0,5,19,498.93522658240397,"false"
1.0,23,53,17,232.2397283911705,"true"
1.0,4,5,40,498.9274258133315,"false"
1.0,1,5,13,498.9382880115183,"false"
1.0,6,17,31,39915.32078057015,"false"
1.0,7,17,15,39914.31291218195,"false"
1.0,10,29,47,23449.768918844544,"false"
1.0,18,41,39,5588.011489509139,"false"
1.0,22,41,17,5588.065408767387,"false"
2.0,3,5,16,497.89349217759445,"false"
2.0,21,53,26,126.23483806848526,"true"
2.0,13,53,43,499.49795011281964,"true"
2.0,25,53,10,426.6712239086628,"true"
2.0,5,5,37,497.89856916180577,"false"
2.0,19,53,35,151.60062484443188,"true"
2.0,8,17,8,39830.10900557879,"false"
2.0,16,41,7,5576.087382653672,"false"
2.0,11,29,43,23400.29211278452,"false"
2.0,9,17,37,39828.82136506587,"false"
2.0,2,5,41,497.8583028738037,"false"
2.0,15,29,2,23399.57460314563,"false"
2.0,12,41,45,5576.397826321423,"false"
2.0,20,41,31,5576.456615409217,"false"
2.0,17,53,3,171.07942962646484,"true"
2.0,14,29,6,23399.239389408016,"false"
2.0,24,41,10,5575.981872421988,"false"
2.0,0,5,19,497.87045316480794,"false"
2.0,23,53,17,464.479456782341,"true"
2.0,4,5,40,497.85485162666305,"false"
2.0,1,5,13,497.8765760230366,"false"
2.0,6,17,31,39830.641561140306,"false"
2.0,7,17,15,39828.6258243639,"false"
2.0,10,29,47,23399.537837689088,"false"
2.0,18,41,39,5576.022979018278,"false"
2.0,22,41,17,5576.130817534775,"false"
3.0,3,5,16,496.8402382663917,"false"
3.0,21,53,26,189.3522571027279,"true"
3.0,13,53,43,749.2469251692295,"true"
3.0,25,53,10,640.0068358629942,"true"
3.0,5,5,37,496.84785374270865,"false"
3.0,19,53,35,227.40093726664782,"true"
3.0,8,17,8,39745.16350836819,"false"
3.0,16,41,7,5564.131073980508,"false"
3.0,11,29,43,23350.438169176778,"false"
3.0,9,17,37,39743.23204759881,"false"
3.0,2,5,41,496.7874543107056,"false"
3.0,15,29,2,23349.361904718444,"false"
3.0,12,41,45,5564.596739482135,"false"
3.0,20,41,31,5564.684923113826,"false"
3.0,17,53,3,256.61914443969727,"true"
3.0,14,29,6,23348.859084112024,"false"
3.0,24,41,10,5563.9728086329815,"false"
3.0,0,5,19,496.8056797472119,"false"
3.0,23,53,17,696.7191851735115,"true"
3.0,4,5,40,496.7822774399946,"false"
3.0,1,5,13,496.8148640345549,"false"
3.0,6,17,31,39745.96234171046,"false"
3.0,7,17,15,39742.93873654585,"false"
3.0,10,29,47,23349.30675653363,"false"
3.0,18,41,39,5564.034468527418,"false"
3.0,22,41,17,5564.196226302162,"false"
4.0,3,5,16,495.7869843551889,"false"
4.0,21,53,26,252.46967613697052,"true"
4.0,13,53,43,998.9959002256393,"true"
4.0,25,53,10,853.3424478173256,"true"
4.0,5,5,37,495.79713832361153,"false"
4.0,19,53,35,303.20124968886375,"true"
4.0,8,17,8,39660.21801115759,"false"
4.0,16,41,7,5552.1747653073435,"false"
4.0,11,29,43,23300.584225569037,"false"
4.0,9,17,37,39657.642730131745,"false"
4.0,2,5,41,495.71660574760745,"false"
4.0,15,29,2,23299.14920629126,"false"
4.0,12,41,45,5552.795652642846,"false"
4.0,20,41,31,5552.913230818434,"false"
4.0,17,53,3,342.1588592529297,"true"
4.0,14,29,6,23298.478778816032,"false"
4.0,24,41,10,5551.963744843975,"false"
4.0,0,5,19,495.7409063296159,"false"
4.0,23,53,17,928.958913564682,"true"
4.0,4,5,40,495.7097032533261,"false"
4.0,1,5,13,495.7531520460732,"false"
4.0,6,17,31,39661.28312228061,"false"
4.0,7,17,15,39657.251648727804,"false"
4.0,10,29,47,23299.075675378175,"false"
4.0,18,41,39,5552.045958036557,"false"
4.0,22,41,17,5552.26163506955,"false"
5.0,3,5,16,494.73373044398613,"false"
5.0,21,53,26,315.58709517121315,"true"
5.0,13,53,43,1248.7448752820492,"true"
5.0,25,53,10,1066.678059771657,"true"
5.0,5,5,37,494.7464229045144,"false"
5.0,19,53,35,379.0015621110797,"true"
5.0,8,17,8,39575.272513946984,"false"
5.0,16,41,7,5540.218456634179,"false"
5.0,11,29,43,23250.730281961296,"false"
5.0,9,17,37,39572.05341266468,"false"
5.0,2,5,41,494.6457571845093,"false"
5.0,15,29,2,23248.936507864073,"false"
5.0,12,41,45,5541.554565803558,"false"
5.0,20,41,31,5541.701538523043,"true"
5.0,17,53,3,427.6985740661621,"true"
5.0,14,29,6,23248.09847352004,"false"
5.0,24,41,10,5540.514681054969,"true"
5.0,0,5,19,494.67613291201985,"false"
5.0,23,53,17,1161.1986419558525,"true"
5.0,4,5,40,494.6371290666576,"false"
5.0,1,5,13,494.6914400575915,"false"
5.0,6,17,31,39576.603902850766,"false"
5.0,7,17,15,39571.564560909756,"false"
5.0,10,29,47,23248.84459422272,"false"
5.0,18,41,39,5540.057447545696,"true"
5.0,22,41,17,5540.887043836937,"true"
6.0,3,5,16,493.68047653278336,"false"
6.0,21,53,26,378.7045142054558,"true"
6.0,13,53,43,1498.493850338459,"true"
6.0,25,53,10,1280.0136717259884,"true"
6.0,5,5,37,493.6957074854173,"false"
6.0,19,53,35,454.80187453329563,"true"
6.0,8,17,8,39490.32701673638,"false"
6.0,16,41,7,5528.262147961015,"false"
6.0,11,29,43,23200.876338353555,"false"
6.0,9,17,37,39486.46409519762,"false"
6.0,2,5,41,493.57490862141117,"false"
6.0,15,29,2,23198.723809436888,"false"
6.0,12,41,45,5530.31347896427,"false"
6.0,20,41,31,5530.489846227652,"true"
6.0,17,53,3,513.2382888793945,"true"
6.0,14,29,6,23197.718168224048,"false"
6.0,24,41,10,5529.065617265962,"true"
6.0,0,5,19,493.6113594944238,"false"
6.0,23,53,17,1393.438370347023,"true"
6.0,4,5,40,493.56455487998915,"false"
6.0,1,5,13,493.6297280691098,"false"
6.0,6,17,31,39491.92468342092,"false"
6.0,7,17,15,39485.87747309171,"false"
6.0,10,29,47,23198.613513067263,"false"
6.0,18,41,39,5528.068937054835,"true"
6.0,22,41,17,5529.512452604324,"true"
7.0,3,5,16,492.6272226215806,"false"
7.0,21,53,26,441.8219332396984,"true"
7.0,13,53,43,1692.2428253948688,"true"
7.0,25,53,10,1437.3492836803198,"true"
7.0,5,5,37,492.6449920663202,"false"
7.0,19,53,35,474.60218695551157,"true"
7.0,8,17,8,39405.38151952578,"false"
7.0,16,41,7,5516.305839287851,"false"
7.0,11,29,43,23151.022394745814,"false"
7.0,9,17,37,39400.874777730554,"false"
7.0,2,5,41,492.50406005831303,"false"
7.0,15,29,2,23148.511111009702,"false"
7.0,12,41,45,5575.072392124982,"false"
7.0,20,41,31,5575.278153932261,"true"
7.0,17,53,3,542.778003692627,"true"
7.0,14,29,6,23147.337862928056,"false"
7.0,24,41,10,5573.616553476955,"true"
7.0,0,5,19,492.5465860768278,"false"
7.0,23,53,17,1625.6780987381935,"true"
7.0,4,5,40,492.49198069332067,"false"
7.0,1,5,13,492.56801608062807,"false"
7.0,6,17,31,39407.24546399107,"false"
7.0,7,17,15,39400.19038527366,"false"
7.0,10,29,47,23148.382431911807,"false"
7.0,18,41,39,5516.0804265639745,"true"
7.0,22,41,17,5574.137861371711,"true"
8.0,3,5,16,491.5739687103778,"false"
8.0,21,53,26,504.93935227394104,"true"
8.0,13,53,43,1941.9918004512786,"true"
8.0,25,53,10,1650.6848956346512,"true"
8.0,5,5,37,491.59427664722307,"false"
8.0,19,53,35,550.4024993777275,"true"
8.0,8,17,8,39320.436022315174,"false"
8.0,16,41,7,5504.349530614687,"false"
8.0,11,29,43,23101.168451138074,"false"
8.0,9,17,37,39315.28546026349,"false"
