"tick","Id","LocationX","LocationY","Money","Connected"
1.0,3,5,43,498.9467460887972,"false"
1.0,6,17,15,39915.32078057015,"false"
1.0,24,41,14,5587.990936210994,"false"
1.0,23,53,20,232.2397283911705,"false"
1.0,8,17,16,39915.0545027894,"false"
1.0,21,53,26,63.11741903424263,"true"
1.0,13,53,45,249.74897505640982,"true"
1.0,19,53,37,75.80031242221594,"true"
1.0,22,41,20,5588.065408767387,"false"
1.0,25,53,15,213.3356119543314,"true"
1.0,0,5,42,498.93522658240397,"false"
1.0,20,41,29,5588.228307704609,"false"
1.0,15,29,3,23449.787301572815,"false"
1.0,11,29,46,23450.14605639226,"false"
1.0,1,5,37,498.9382880115183,"false"
1.0,14,29,2,23449.619694704008,"false"
1.0,17,53,6,85.53971481323242,"true"
1.0,18,41,35,5588.011489509139,"false"
1.0,4,5,27,498.9274258133315,"false"
1.0,5,5,17,498.9492845809029,"false"
1.0,10,29,41,23449.768918844544,"false"
1.0,12,41,43,5588.1989131607115,"false"
1.0,9,17,42,39914.410682532936,"false"
1.0,2,5,13,498.92915143690186,"false"
1.0,16,41,7,5588.043691326836,"false"
1.0,7,17,41,39914.31291218195,"false"
2.0,3,5,43,497.89349217759445,"false"
2.0,6,17,15,39830.641561140306,"false"
2.0,24,41,14,5575.981872421988,"false"
2.0,23,53,20,464.479456782341,"false"
2.0,8,17,16,39830.10900557879,"false"
2.0,21,53,26,126.23483806848526,"true"
2.0,13,53,45,499.49795011281964,"true"
2.0,19,53,37,151.60062484443188,"true"
2.0,22,41,20,5576.130817534775,"false"
2.0,25,53,15,426.6712239086628,"true"
2.0,0,5,42,497.87045316480794,"false"
2.0,20,41,29,5576.456615409217,"false"
2.0,15,29,3,23399.57460314563,"false"
2.0,11,29,46,23400.29211278452,"false"
2.0,1,5,37,497.8765760230366,"false"
2.0,14,29,2,23399.239389408016,"false"
2.0,17,53,6,171.07942962646484,"true"
2.0,18,41,35,5576.022979018278,"false"
2.0,4,5,27,497.85485162666305,"false"
2.0,5,5,17,497.89856916180577,"false"
2.0,10,29,41,23399.537837689088,"false"
2.0,12,41,43,5576.397826321423,"false"
2.0,9,17,42,39828.82136506587,"false"
2.0,2,5,13,497.8583028738037,"false"
2.0,16,41,7,5576.087382653672,"false"
2.0,7,17,41,39828.6258243639,"false"
3.0,3,5,43,496.8402382663917,"false"
3.0,6,17,15,39745.96234171046,"false"
3.0,24,41,14,5563.9728086329815,"false"
3.0,23,53,20,696.7191851735115,"false"
3.0,8,17,16,39745.16350836819,"false"
3.0,21,53,26,189.3522571027279,"true"
3.0,13,53,45,749.2469251692295,"true"
3.0,19,53,37,227.40093726664782,"true"
3.0,22,41,20,5564.196226302162,"false"
3.0,25,53,15,640.0068358629942,"true"
3.0,0,5,42,496.8056797472119,"false"
3.0,20,41,29,5564.684923113826,"false"
3.0,15,29,3,23349.361904718444,"false"
3.0,11,29,46,23350.438169176778,"false"
3.0,1,5,37,496.8148640345549,"false"
3.0,14,29,2,23348.859084112024,"false"
3.0,17,53,6,256.61914443969727,"true"
3.0,18,41,35,5564.034468527418,"false"
3.0,4,5,27,496.7822774399946,"false"
3.0,5,5,17,496.84785374270865,"false"
3.0,10,29,41,23349.30675653363,"false"
3.0,12,41,43,5564.596739482135,"false"
3.0,9,17,42,39743.23204759881,"false"
3.0,2,5,13,496.7874543107056,"false"
3.0,16,41,7,5564.131073980508,"false"
3.0,7,17,41,39742.93873654585,"false"
4.0,3,5,43,495.7869843551889,"false"
4.0,6,17,15,39661.28312228061,"false"
4.0,24,41,14,5551.963744843975,"false"
4.0,23,53,20,928.958913564682,"false"
4.0,8,17,16,39660.21801115759,"false"
4.0,21,53,26,252.46967613697052,"true"
4.0,13,53,45,998.9959002256393,"true"
4.0,19,53,37,303.20124968886375,"true"
4.0,22,41,20,5552.26163506955,"false"
4.0,25,53,15,853.3424478173256,"true"
4.0,0,5,42,495.7409063296159,"false"
4.0,20,41,29,5552.913230818434,"false"
4.0,15,29,3,23299.14920629126,"false"
4.0,11,29,46,23300.584225569037,"false"
4.0,1,5,37,495.7531520460732,"false"
4.0,14,29,2,23298.478778816032,"false"
4.0,17,53,6,342.1588592529297,"true"
4.0,18,41,35,5552.045958036557,"false"
4.0,4,5,27,495.7097032533261,"false"
4.0,5,5,17,495.79713832361153,"false"
4.0,10,29,41,23299.075675378175,"false"
4.0,12,41,43,5552.795652642846,"false"
4.0,9,17,42,39657.642730131745,"false"
4.0,2,5,13,495.71660574760745,"false"
4.0,16,41,7,5552.1747653073435,"false"
4.0,7,17,41,39657.251648727804,"false"
5.0,3,5,43,494.73373044398613,"false"
5.0,6,17,15,39576.603902850766,"false"
5.0,24,41,14,5539.954681054969,"false"
5.0,23,53,20,1161.1986419558525,"false"
5.0,8,17,16,39575.272513946984,"false"
5.0,21,53,26,315.58709517121315,"true"
5.0,13,53,45,1248.7448752820492,"true"
5.0,19,53,37,379.0015621110797,"true"
5.0,22,41,20,5540.327043836937,"false"
5.0,25,53,15,1066.678059771657,"true"
5.0,0,5,42,494.67613291201985,"false"
5.0,20,41,29,5541.141538523043,"false"
5.0,15,29,3,23248.936507864073,"false"
5.0,11,29,46,23250.730281961296,"false"
5.0,1,5,37,494.6914400575915,"false"
5.0,14,29,2,23248.09847352004,"false"
5.0,17,53,6,427.6985740661621,"true"
5.0,18,41,35,5540.057447545696,"true"
5.0,4,5,27,494.6371290666576,"false"
5.0,5,5,17,494.7464229045144,"false"
5.0,10,29,41,23248.84459422272,"false"
5.0,12,41,43,5540.994565803558,"false"
5.0,9,17,42,39572.05341266468,"false"
5.0,2,5,13,494.6457571845093,"false"
5.0,16,41,7,5540.218456634179,"true"
5.0,7,17,41,39571.564560909756,"false"
6.0,3,5,43,493.68047653278336,"false"
6.0,6,17,15,39491.92468342092,"false"
6.0,24,41,14,5527.945617265963,"false"
6.0,23,53,20,1393.438370347023,"false"
6.0,8,17,16,39490.32701673638,"false"
6.0,21,53,26,378.7045142054558,"true"
6.0,13,53,45,1498.493850338459,"true"
6.0,19,53,37,454.80187453329563,"true"
6.0,22,41,20,5529.127043836937,"false"
6.0,25,53,15,1280.0136717259884,"true"
6.0,0,5,42,493.6113594944238,"false"
6.0,20,41,29,5529.369846227652,"true"
6.0,15,29,3,23198.723809436888,"false"
6.0,11,29,46,23200.876338353555,"false"
6.0,1,5,37,493.6297280691098,"false"
6.0,14,29,2,23197.718168224048,"false"
6.0,17,53,6,513.2382888793945,"true"
6.0,18,41,35,5528.068937054835,"true"
6.0,4,5,27,493.56455487998915,"false"
6.0,5,5,17,493.6957074854173,"false"
6.0,10,29,41,23198.613513067263,"false"
6.0,12,41,43,5529.193478964269,"true"
6.0,9,17,42,39486.46409519762,"false"
6.0,2,5,13,493.57490862141117,"false"
6.0,16,41,7,5528.262147961015,"true"
6.0,7,17,41,39485.87747309171,"false"
7.0,3,5,43,492.6272226215806,"false"
7.0,6,17,15,39407.24546399107,"false"
7.0,24,41,14,5515.936553476957,"false"
7.0,23,53,20,1625.6780987381935,"false"
7.0,8,17,16,39405.38151952578,"false"
7.0,21,53,26,441.8219332396984,"true"
7.0,13,53,45,1748.2428253948688,"true"
7.0,19,53,37,530.6021869555116,"true"
7.0,22,41,20,5517.927043836938,"false"
7.0,25,53,15,1493.3492836803198,"true"
7.0,0,5,42,492.5465860768278,"false"
7.0,20,41,29,5517.59815393226,"true"
7.0,15,29,3,23148.511111009702,"false"
7.0,11,29,46,23151.022394745814,"false"
7.0,1,5,37,492.56801608062807,"false"
7.0,14,29,2,23147.337862928056,"false"
7.0,17,53,6,598.778003692627,"true"
7.0,18,41,35,5516.0804265639745,"true"
7.0,4,5,27,492.49198069332067,"false"
7.0,5,5,17,492.6449920663202,"false"
7.0,10,29,41,23148.382431911807,"false"
7.0,12,41,43,5517.392392124981,"true"
7.0,9,17,42,39400.874777730554,"false"
7.0,2,5,13,492.50406005831303,"false"
7.0,16,41,7,5516.305839287851,"true"
7.0,7,17,41,39400.19038527366,"false"
8.0,3,5,43,491.5739687103778,"false"
8.0,6,17,15,39322.566244561225,"false"
8.0,24,41,14,5503.927489687951,"false"
8.0,23,53,20,1857.917827129364,"false"
8.0,8,17,16,39320.436022315174,"false"
8.0,21,53,26,431.48022901266813,"true"
8.0,13,53,45,1997.9918004512786,"true"
8.0,19,53,37,606.4024993777275,"true"
8.0,22,41,20,5580.186167098211,"false"
8.0,25,53,15,1706.6848956346512,"true"
8.0,0,5,42,491.48181265923176,"false"
8.0,20,41,29,5505.826461636869,"true"
8.0,15,29,3,23098.298412582517,"false"
8.0,11,29,46,23101.168451138074,"false"
8.0,1,5,37,491.50630409214637,"false"
8.0,14,29,2,23096.957557632064,"false"
8.0,17,53,6,684.3177185058594,"true"
8.0,18,41,35,5504.091916073114,"true"
8.0,4,5,27,491.4194065066522,"false"
8.0,5,5,17,491.59427664722307,"false"
8.0,10,29,41,23098.15135075635,"false"
8.0,12,41,43,5505.591305285692,"true"
8.0,9,17,42,39315.28546026349,"false"
8.0,2,5,13,491.4332114952149,"false"
