"run","tick","random_seed","Produced","Deleted","Consumed","Cut Source","Cut Produced","Consumed Low","Consumed High","Quality ES High","Quality ES Low","Quality NL High","Quality NL Low"
673,1000.0,-1195552975,14374.991048349995,9697.285329296119,4038.7765602738646,1311.3968462480273,1967.095269372042,2995.882495848057,1042.8940644258078,2343.2647793877295,3100.773266702237,1780.653380331733,1514.7871108679633
675,1000.0,-1195549648,9312.136843189895,7660.819175436056,1858.3003861266222,848.8075447751487,1273.2113171627238,1745.140137800605,113.16024832601721,966.3059900368601,890.9483482116771,867.0267753918171,1083.9191359738072
677,1000.0,-1195547638,8440.74203344692,5906.504686786049,2276.4780898518393,479.6345757233427,719.451863585014,1895.3506011175461,381.1274887342933,536.3399429029391,1708.461622911892,1074.8918422145925,1241.4287152596773
679,1000.0,-1195545798,12074.532380823646,8131.567314577776,3683.9634460380066,1100.7773436254834,1651.1660154382246,2642.7847703641196,1041.1786756738868,439.28443326807815,180.75419583360193,3384.7024359845104,3528.8012948498663
681,1000.0,-1195542630,7360.885912980759,5340.616363963469,1738.5038950382097,380.5326504095341,570.7989756143014,1597.2886332899304,141.2152617482793,391.4235728124252,645.9094330042677,808.8904622435585,1501.0159587776793
683,1000.0,-1195541189,12219.896277505908,8526.622822432591,3712.7940561147666,777.2357609655293,1165.8536414482942,3144.5587687062466,568.2352874085201,743.8274411519352,1589.0364132045734,1464.1471701559306,2570.1841372896797
685,1000.0,-1195537678,11313.554724730837,6862.604024886672,3351.0062570089594,778.5644679128834,1167.8467018693254,2941.083802805915,409.9224542030444,993.5709610533606,1947.485090614546,1639.6036412356923,2358.3727172020017
687,1000.0,-1195535069,7223.659270201211,5641.947869605882,1635.2820525992474,636.0165191046902,954.0247786570353,1493.5009778950316,141.78107470421585,746.0738878301433,1203.9263689167226,544.9103624976942,757.7685902141063
689,1000.0,-1195533667,12521.841001040622,7551.906623592051,3690.324752209809,803.60863904658,1205.4129585698702,3327.385744731451,362.93900747835846,948.4416444151922,2401.97328848314,1277.8566758584634,2040.4446321220896
691,1000.0,-1195530696,12476.425077406962,7252.500015729908,5320.4509328683835,1509.8376397082159,2264.756459562324,4050.8188022711156,1269.6321305972676,1189.3640724373645,1936.426408076004,2646.298216771818,2275.832381858669
693,1000.0,-1195526588,10638.593034364942,7101.978641537615,2721.830416953029,409.25652783823375,613.8847917573505,2146.0858488027384,575.7445681502904,1321.631900852374,1966.9348459047042,868.933961210607,1172.0163297365766
695,1000.0,-1195524623,11327.852999838717,8878.77090370248,2946.686737697447,1088.7022890452556,1633.0534335678844,2728.519615483981,218.16712221346606,1880.6245088414503,2934.024974878922,574.3694407732308,588.7795524139013
697,1000.0,-1195522014,8323.9958324759,5346.419853622966,2363.030762511379,446.510759687511,669.7661395312665,2006.4151544854788,356.61560802590037,624.7774097181789,988.2465310351475,976.6652360360495,2459.2189677296537
699,1000.0,-1195520266,9477.55900449435,6574.252928041255,2567.4702651367334,337.9083408773517,506.86251131602756,2416.9223843263057,150.5478808104276,537.7342394525447,1909.2903335804403,552.1469774488947,1611.775463727361
701,1000.0,-1195518122,11592.426271161177,7461.542995055506,3667.314845853991,989.2475986795765,1483.8713980193645,3217.3762716317283,449.9385742222625,1544.7582535272663,2688.908326040355,1143.9556935261949,1567.119281301314
703,1000.0,-1195515501,9549.303143194513,5880.3090597246855,2703.8752446965163,341.94681075985824,512.9202161397875,2252.066069895662,451.80917480085407,421.41852440417676,797.8482623025867,1216.468281346978,2938.2924172545636
705,1000.0,-1195513624,8997.042252456142,5679.641824193092,2359.216550300326,377.2870045192642,565.9305067788961,1906.116574144121,453.09997615620523,731.5981807297926,1404.4445198098454,833.4661678537037,1417.4478307756347
707,1000.0,-1195511700,10496.908360444859,7239.575190571622,2888.630049988522,784.9105057560417,1177.365758634062,2497.4283513266755,391.2016986618464,812.1386807288637,1466.3319468548054,1329.0045318307414,1952.1100854408726
