"tick","Money avg. 1 Producers","Money avg. 2 Internationals","Money avg. 3 Wholesalers","Money avg. 4 Retailers","Money avg. 5 Consumers"
1.0,498.9376870856426,39914.77471951861,23449.830492878405,5588.08979111328,153.29696027860047
2.0,497.8753741712852,39829.54943903722,23399.66098575681,5576.1795822265585,306.59392055720093
3.0,496.8130612569279,39744.32415855583,23349.49147863522,5564.269373339839,459.89088083580134
4.0,495.75074834257055,39659.09887807444,23299.321971513626,5552.359164453117,613.1878411144019
5.0,494.68843542821315,39573.87359759305,23249.15246439203,5540.822288899731,766.4848013930023
6.0,493.62612251385576,39488.648317111656,23198.98295727044,5529.2854133463425,919.7817616716027
7.0,492.56380959949837,39403.423036630265,23148.813450148846,5555.081871126289,1035.7453886168698
8.0,491.50149668514103,39318.197756148875,23098.64394302725,5543.544995572902,1189.0423488954702
9.0,490.43918377078364,39232.972475667484,23050.628602572324,5532.0081200195145,1342.3393091740706
10.0,489.37687085642625,39147.74719518609,23003.016208747445,5520.471244466127,1495.6362694526713
11.0,488.31455794206886,39062.5219147047,23190.403814922563,5352.267702246073,1648.9332297312715
12.0,487.2522450277115,38977.29663422331,23203.233415604467,5299.28524955408,1802.2301900098723
13.0,486.1899321133542,38895.07135374192,23155.621021779585,5286.872740125159,1955.527150288473
14.0,485.1276191989968,38812.84607326053,23108.008627954703,5346.3477172686125,2037.24885730874
15.0,484.0653062846394,39030.62079277914,22760.396234129825,5409.955086832398,2115.007129429061
16.0,483.002993370282,38948.39551229775,22705.267355938253,5429.421699220971,2237.080758303608
17.0,481.974013789258,38866.17023181636,22651.467979897905,5434.735487328425,2373.481966543668
18.0,480.94503420823395,38783.94495133497,22729.477726082623,5354.212439078127,2509.3189689208452
19.0,483.19105462720995,38696.71967085358,22812.83712263633,5270.914237282839,2645.140420760178
20.0,481.98832504618593,38613.694390372184,22998.134240502222,5102.443746315676,2798.4373810387788
21.0,480.6430010812848,38531.66910989079,23150.54271701954,5002.403057480789,2904.6153742001516
22.0,479.13245261007194,38449.6438294094,23228.174418041177,4952.556764280748,3009.685197138603
